"id","alpha_true"
1,-0.243220870237328
2,0.274156876673775
3,-0.792970403078318
4,-0.755133940007266
5,0.931251760412593
6,0.65392717049033
7,-1.4934322384126
8,0.269591903303161
9,-0.541724063443006
10,-0.882909727280489
11,0.415983763420422
12,0.2004913702316
13,-0.673046336766336
14,-0.199025743628814
15,0.046934633145683
16,0.503900154879408
17,0.532135416255708
18,0.500783130878451
19,-0.848630992938809
20,-0.574259339832556
21,-0.0919245382883747
22,0.234858989222419
23,-0.829031444372655
24,-0.278525668132915
25,1.05579092581273
26,0.10937316874962
27,-1.38429119254015
28,-0.301242527811829
29,1.73610049908602
30,-0.426066205483899
31,-0.0883110568159878
32,1.22484443002211
33,0.346301727710649
34,-1.60061093720779
35,0.580310278399567
36,1.19487807509908
37,0.676012594547709
38,0.747576322966151
39,0.838277532990937
40,-0.161977411794893
41,-0.260325672318577
42,0.396148694771867
43,0.283508362210764
44,1.19264266206263
45,-1.16511056166278
46,-0.417328958788065
47,0.625644586227361
48,0.191685189695109
49,-0.144756156215458
50,-0.785985550499549
