"model","log_marginal","post_prob"
"int12_3",359.238387595748,0.999924088242753
"int12",349.752524529166,7.59117572392703e-05
"int123_4",326.36239545636,5.27357415726531e-15
"int124_3",325.437834815812,2.09205680721741e-15
"int12_4",321.181664185437,2.96580132093785e-17
"int13_2",282.374320294893,4.15266354444338e-34
"main",280.697984212605,7.76789300446247e-35
"int23_1",280.374011572824,5.6182842136405e-35
"int34",276.125284710596,8.02426150906286e-37
"int14",273.227117716764,4.42330759170536e-38
"int13",272.933473037637,3.29775871687756e-38
"int24",272.1238264541,1.46755313145613e-38
"full",271.301479416913,6.44841609054167e-39
"int23",270.976117788175,4.65747243262942e-39
"int14_2",254.202331973995,2.41761795992747e-46
"int24_1",252.413245323599,4.04014743020547e-47
"int134_2",251.4458308071,1.53551628641916e-47
"int234_1",251.027445020288,1.01053599744009e-47
"x1",195.007329695646,4.73505281539456e-72
"int34_1",189.782320920821,2.54760650270043e-74
"int13_4",187.380430824609,2.3067723324437e-75
"int14_3",186.78566941335,1.27263286621034e-75
"x2",119.364913624744,6.671767909679e-105
"x3",117.491662941847,1.02494012457398e-105
"int34_2",114.984282293282,8.35135443303843e-107
"null",113.237035938835,1.45524952215538e-107
"int23_4",109.321044997017,2.89897325116965e-109
"int24_3",108.992574846589,2.08733153471324e-109
"x4",104.611798543837,2.61242878029569e-111
