"model","log_marginal","post_prob"
"int12_3",405.321861410901,0.999809846465854
"int12",396.754372844846,0.000190153534145342
"int124_3",370.228742218967,5.74340433563693e-16
"int123_4",369.401493880615,2.51130813323888e-16
"int12_4",360.879131292691,4.99671936483555e-20
"full",307.83849751765,4.60712921859674e-43
"main",297.402884392267,1.35301059576518e-47
"int23_1",296.774731624777,7.21934700269749e-48
"int13_2",295.912633935866,3.04855228434938e-48
"int34",288.930527189936,2.83010934895718e-51
"int23",288.906208965944,2.76211620292273e-51
"int24",288.318692135164,1.53492312038238e-51
"int14",288.090553809884,1.22182051276502e-51
"int13",287.957841464689,1.06996894519361e-51
"int24_1",270.195601093323,2.06694153936002e-59
"int14_2",270.120668950934,1.91772167735909e-59
"int234_1",262.21700258323,7.08380972218688e-63
"int134_2",261.758246821337,4.47746078843149e-63
"x1",191.715994811294,1.70635049643143e-93
"int34_1",188.511811393737,6.92642388191332e-95
"int13_4",188.036112520375,4.30443020385834e-95
"int14_3",187.980340014281,4.07093322262213e-95
"x2",133.686020888079,1.07144722234745e-118
"int23_4",132.106159853654,2.20722117489159e-119
"x3",131.61230941572,1.34700539079392e-119
"int24_3",131.167932948556,8.63732151854049e-120
"int34_2",130.542894325526,4.62304649508071e-120
"null",121.131992249399,3.78290486817743e-124
"x4",117.596124602729,1.10209139676849e-125
