"id","alpha_true"
1,-0.224192132214298
2,-0.156904575439298
3,-0.347111710366917
4,-0.550504570523314
5,-0.533371348806086
6,-1.10774804278985
7,-0.243392655048022
8,-0.273043027629728
9,-0.355106633139467
10,0.215587846501646
11,0.684945312223333
12,0.337449440233492
13,0.370494716086096
14,-0.35731808236563
15,1.07005757708659
16,-0.367383037448624
17,-1.26569294380821
18,-0.334564617728161
19,0.570181670113166
20,-0.524165034925835
21,0.369361862462881
22,0.408989991356073
23,0.176136427366943
24,-0.122717970523014
25,-0.00184776686138848
26,0.20265169602382
27,0.129018655775695
28,-0.152075001065128
29,0.607876518454824
30,-0.778092984610225
31,-0.197823247885901
32,0.397132160744122
33,-0.331075783893769
34,-0.276359887001081
35,0.407347241365107
36,0.956884741080516
37,-0.0957298051722493
38,0.226891572867324
39,0.262668386302143
40,-0.775494041944271
41,-1.10800975737454
42,0.459358038409971
43,-0.48697340901353
44,0.55514675756303
45,-1.11067883916934
46,0.870246907727551
47,-1.65480006756519
48,0.029735585365869
49,0.561163447901914
50,-0.466855863970029
