"model","log_marginal","post_prob","rep","n","tau_label","tau_sd","seed","true_model","chosen_model","correct"
"int12_3",437.519214369537,0.999882528184529,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int12",428.470019726621,0.000117471815453803,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int123_4",405.780692572419,1.64469018004831e-14,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int12_4",402.104506444932,4.16424957195278e-16,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int124_3",401.1151991891,1.54841035733042e-16,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"full",343.176208175386,1.06488321927893e-41,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int23_1",302.09987338901,1.54197186224989e-59,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int13_2",295.666013681225,2.47677571308913e-62,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"main",295.543771447127,2.19178299270195e-62,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int23",292.849935803554,1.48210713328417e-63,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int14",287.667093566377,8.3176341359141e-66,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int34",287.160447896988,5.01148453884458e-66,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int24",286.944914800217,4.039815770497e-66,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int13",286.388569480208,2.31602827818896e-66,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int234_1",266.812062441074,7.29079480900177e-75,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int134_2",261.346144117539,3.08288063139965e-77,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int14_2",259.357303203832,4.21904419836051e-78,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int24_1",258.446412807831,1.69675603452277e-78,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int23_4",193.592503992307,1.15857638999152e-106,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"x1",180.411190493872,2.18450456898188e-112,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int14_3",179.713305709771,1.08708986460509e-112,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int13_4",179.01239445163,5.39341147651749e-113,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int34_2",178.879039919573,4.72006976235185e-113,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int24_3",178.670255581045,3.83066815553443e-113,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int34_1",178.615955946983,3.62821070150967e-113,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"x2",171.104867179739,1.98457764618302e-116,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"x3",169.288500636565,3.22723156345423e-117,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"null",149.657337263726,9.6188732565893e-126,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"x4",140.529389944472,1.04449664761678e-129,23,500,"big",0.7071068,600323,"int12_3","int12_3",1
"int12_3",462.932661534184,0.996200195362386,24,500,"big",0.7071068,600324,"int12_3","int12_3",1
"int12",457.363662951662,0.00379980463749306,24,500,"big",0.7071068,600324,"int12_3","int12_3",1
"int124_3",432.729819368923,7.61060062428282e-14,24,500,"big",0.7071068,600324,"int12_3","int12_3",1
"int123_4",432.089324245826,4.0110256084549e-14,24,500,"big",0.7071068,600324,"int12_3","int12_3",1
"int12_4",429.940981482414,4.67995877395021e-15,24,500,"big",0.7071068,600324,"int12_3","int12_3",1
"full",382.794359005049,1.56575585747842e-35,24,500,"big",0.7071068,600324,"int12_3","int12_3",1
"main",345.548082003029,1.04441108267047e-51,24,500,"big",0.7071068,600324,"int12_3","int12_3",1
"int34",345.069974623251,6.47488523123136e-52,24,500,"big",0.7071068,600324,"int12_3","int12_3",1
"int23_1",344.539202592402,3.80820843560724e-52,24,500,"big",0.7071068,600324,"int12_3","int12_3",1
"int13_2",342.393664867737,4.45579822520285e-53,24,500,"big",0.7071068,600324,"int12_3","int12_3",1
