"model","log_marginal","post_prob"
"int12_3",384.73056820406,0.999934149778424
"int12",375.102506291518,6.58502215753176e-05
"int12_4",350.0305261959,8.51009943797518e-16
"int124_3",347.958540244482,1.07172304522789e-16
"int123_4",346.508976412342,2.51504057542359e-17
"full",285.101394936727,5.38978217884287e-44
"int13_2",261.926865915471,4.64516493960278e-54
"main",261.688292807405,3.65923376852676e-54
"int23_1",261.349558207721,2.60783186475408e-54
"int24",254.961614505194,4.38561887056816e-57
"int34",253.779703313803,1.34503435841007e-57
"int13",253.039320784405,6.41489173843609e-58
"int14",252.651132408596,4.35112201272431e-58
"int23",252.3363738243,3.176167119548e-58
"int24_1",245.196213534181,2.51750957849505e-61
"int14_2",244.259871956793,9.87013633059954e-62
"int234_1",229.308147545977,3.16863156943764e-68
"int134_2",229.11299497667,2.60686211645442e-68
"x1",170.791035103129,1.22239823448354e-93
"int34_1",160.891058124775,6.13348547742881e-98
"int13_4",159.560873881343,1.62186859512817e-98
"int14_3",156.972672014076,1.21891627407823e-99
"x2",119.204647892993,4.82535652789573e-116
"x3",115.625522061661,1.34627818542035e-117
"null",115.364837396429,1.03733945635094e-117
"x4",109.603207573713,3.26344921203222e-120
"int24_3",108.703052859004,1.32661417311283e-120
"int34_2",106.964610846266,2.33210907860514e-121
"int23_4",104.411891166711,1.81600395045071e-122
