"model","log_marginal","post_prob"
"int12_3",397.530904215729,0.999928811556608
"int12",387.980795337199,7.11884430447803e-05
"int12_4",368.840194926351,3.46539189954156e-13
"int124_3",362.295402835925,4.98178827091156e-16
"int123_4",360.491955031038,8.20649739066421e-17
"full",300.566447732454,7.74177759361849e-43
"int23_1",280.361507476398,1.30000981233369e-51
"int13_2",277.804576539953,1.00805826336539e-52
"main",273.58278864188,1.47906222745887e-54
"int23",271.093062361201,1.2266257036204e-55
"int14",270.95160347875,1.06482257252662e-55
"int13",268.801323267043,1.24000209360042e-56
"int34",265.430943651074,4.26270373281436e-58
"int24",264.615683252957,1.88634904733343e-58
"int14_2",263.381317994028,5.48964216494369e-59
"int24_1",255.71202513356,2.56337690430792e-62
"int134_2",250.353230481374,1.20647275778291e-64
"int234_1",245.343308350766,8.04888984655668e-67
"x1",195.096028838903,1.21232695445899e-88
"int14_3",191.87250738406,4.82683197572822e-90
"int34_1",186.806812128459,3.04550056619099e-92
"int13_4",185.650816209549,9.58552790640701e-93
"x2",180.54270332619,5.7968331158143e-95
"int23_4",174.170492342248,9.90318130002629e-98
"x3",172.606225486312,2.07215513359761e-98
"int34_2",170.158930031735,1.79297962592668e-99
"null",168.516175718045,3.46845625173808e-100
"int24_3",167.525836517017,1.28836040967339e-100
"x4",159.689215995341,5.0890453554509e-104
