"model","log_marginal","post_prob"
"int12_3",412.517597381418,0.999934878463881
"int12",402.878407257541,6.51215361166354e-05
"int124_3",378.90264674095,2.51874467051573e-15
"int123_4",374.881299686104,4.51580633838692e-17
"int12_4",354.018927228424,3.92936227293036e-26
"full",314.765821010279,3.5230162220045e-43
"int23_1",248.20987803375,4.38566919514235e-72
"main",247.706504694272,2.65108472058532e-72
"int13_2",246.069948328619,5.16031493791035e-73
"int34",242.741768987151,1.85040283426115e-74
"int23",240.710271050482,2.4265985909352e-75
"int13",238.688918752353,3.21466551959284e-76
"int14",238.216157067919,2.00363219388348e-76
"int24",238.160931387112,1.89598017884856e-76
"int234_1",217.702615718635,2.47115615001367e-85
"int134_2",216.457507199653,7.11469733807246e-86
"int24_1",205.977202905016,1.9981040768914e-90
"int14_2",205.597345050349,1.36662051469695e-90
"int34_1",161.416897727413,8.87816997334463e-110
"int13_4",158.902845965987,7.18595756363078e-111
"int14_3",156.320114455171,5.43023475203268e-112
"x1",155.066481856284,1.55014700216779e-112
"x3",138.052523041457,6.32855350400942e-120
"int34_2",125.697654678818,2.72680010223567e-125
"int23_4",124.569314629891,8.82310493985171e-126
"int24_3",123.947072527079,4.73571036301598e-126
"x2",122.479913304065,1.09195811050106e-126
"null",122.007421157072,6.80777582285765e-127
"x4",114.783861102511,4.96424234502105e-130
