"rep","n","tau_label","tau_sd","seed","n_y0","n_y1","n_y01","true_model","chosen_model","correct","chosen_post_prob"
1,50,"small",0.1,150101,0,0,0,"int12_3","null",0,0.999994834713627
2,50,"small",0.1,150102,0,0,0,"int12_3","null",0,0.99999840001816
3,50,"small",0.1,150103,1,0,1,"int12_3","null",0,0.998825422325652
4,50,"small",0.1,150104,2,0,2,"int12_3","null",0,0.999066171861537
5,50,"small",0.1,150105,0,0,0,"int12_3","null",0,0.999997499926504
6,50,"small",0.1,150106,0,0,0,"int12_3","null",0,0.99581526157405
7,50,"small",0.1,150107,1,0,1,"int12_3","null",0,0.999210859302691
8,50,"small",0.1,150108,2,1,3,"int12_3","x1",0,0.982756797906571
9,50,"small",0.1,150109,1,0,1,"int12_3","null",0,0.999434773792163
10,50,"small",0.1,150110,0,0,0,"int12_3","null",0,0.999748529459039
11,50,"small",0.1,150111,0,0,0,"int12_3","null",0,0.999619837005292
12,50,"small",0.1,150112,1,0,1,"int12_3","x1",0,0.543239968152319
13,50,"small",0.1,150113,0,0,0,"int12_3","null",0,0.999977007801304
14,50,"small",0.1,150114,0,0,0,"int12_3","null",0,0.99999548476467
15,50,"small",0.1,150115,1,0,1,"int12_3","int12_3",1,0.998942945451098
16,50,"small",0.1,150116,0,0,0,"int12_3","null",0,0.999993562848464
17,50,"small",0.1,150117,0,0,0,"int12_3","null",0,0.988362301090059
18,50,"small",0.1,150118,0,0,0,"int12_3","null",0,0.999993760968162
19,50,"small",0.1,150119,0,0,0,"int12_3","null",0,0.999963518068567
20,50,"small",0.1,150120,0,1,1,"int12_3","null",0,0.890996142011559
21,50,"small",0.1,150121,1,0,1,"int12_3","null",0,0.999963760245935
22,50,"small",0.1,150122,2,0,2,"int12_3","null",0,0.998779656044218
23,50,"small",0.1,150123,0,0,0,"int12_3","null",0,0.999953902593425
24,50,"small",0.1,150124,0,0,0,"int12_3","null",0,0.999781816260109
25,50,"small",0.1,150125,0,0,0,"int12_3","null",0,0.999908607851584
26,50,"small",0.1,150126,1,0,1,"int12_3","x1",0,0.999379030808562
27,50,"small",0.1,150127,1,0,1,"int12_3","null",0,0.957919577623504
28,50,"small",0.1,150128,0,0,0,"int12_3","null",0,0.956524782638624
29,50,"small",0.1,150129,1,0,1,"int12_3","null",0,0.975657793244258
30,50,"small",0.1,150130,2,0,2,"int12_3","x1",0,0.780753376792084
31,50,"small",0.1,150131,0,0,0,"int12_3","null",0,0.999963841228893
32,50,"small",0.1,150132,1,1,2,"int12_3","null",0,0.997034283109309
33,50,"small",0.1,150133,0,1,1,"int12_3","null",0,0.948064510831386
34,50,"small",0.1,150134,0,0,0,"int12_3","null",0,0.999987827979337
35,50,"small",0.1,150135,0,0,0,"int12_3","null",0,0.6741155723151
36,50,"small",0.1,150136,2,0,2,"int12_3","null",0,0.999972157639869
37,50,"small",0.1,150137,0,0,0,"int12_3","null",0,0.999985317744572
38,50,"small",0.1,150138,1,0,1,"int12_3","null",0,0.970402096989938
39,50,"small",0.1,150139,1,1,2,"int12_3","x2",0,0.962069551327347
40,50,"small",0.1,150140,1,0,1,"int12_3","null",0,0.999705263657911
41,50,"small",0.1,150141,1,0,1,"int12_3","null",0,0.99998562740865
42,50,"small",0.1,150142,1,0,1,"int12_3","null",0,0.752526494988002
43,50,"small",0.1,150143,0,0,0,"int12_3","null",0,0.99984807625433
44,50,"small",0.1,150144,2,0,2,"int12_3","null",0,0.999927750604968
45,50,"small",0.1,150145,0,0,0,"int12_3","null",0,0.999311792015017
46,50,"small",0.1,150146,1,0,1,"int12_3","null",0,0.766080651068027
47,50,"small",0.1,150147,0,0,0,"int12_3","null",0,0.999998400402394
48,50,"small",0.1,150148,1,1,2,"int12_3","null",0,0.986619880923414
49,50,"small",0.1,150149,1,1,2,"int12_3","x1",0,0.7796206859925
50,50,"small",0.1,150150,1,0,1,"int12_3","null",0,0.999995070320785
