"model","log_marginal","post_prob"
"null",-19.0249239909957,0.999210859302691
"x1",-26.2478590744448,0.000729081864205806
"x2",-29.2960937746057,3.45895399274354e-05
"x4",-29.6657015086975,2.39015566359964e-05
"x3",-32.3904797005677,1.56700381217987e-06
"int12_3",-40.0607194066804,7.3101665840884e-10
"int12_4",-46.1219364752421,1.70441028916301e-12
"main",-52.648678253477,2.4948601616471e-15
"int24_1",-52.7627246620181,2.22595552229816e-15
"int13_2",-53.6126312785849,9.5149547784978e-16
"int23_1",-54.2805699252948,4.87893081890164e-16
"int14_2",-54.4334100658493,4.18742489228035e-16
"int12",-55.7750297015365,1.09468464365923e-16
"int34_1",-63.1861823367675,6.61707918509689e-20
"int14_3",-63.3616444411481,5.55218729594433e-20
"int24_3",-64.674481553769,1.49384725850582e-20
"int13_4",-65.1956447625656,8.8709041895826e-21
"int34",-67.1159996091954,1.3000749055255e-21
"int24",-67.2068234971634,1.18720047611908e-21
"int13",-67.3122312784896,1.06842992725905e-21
"int14",-67.9024365266073,5.92138312759197e-22
"int23",-68.3572736770566,3.75742133729953e-22
"int34_2",-71.8578061316799,1.13403894295506e-23
"int23_4",-71.9370199238032,1.04767325093238e-23
"int124_3",-100.998937095056,2.50493000365243e-36
"int123_4",-102.567385331576,5.21947931046574e-37
"int134_2",-110.019403161668,3.02870488319246e-40
"int234_1",-112.951722495994,1.61349213100444e-41
"full",-202.011392758302,3.38566120117227e-80
