"model","log_marginal","post_prob"
"null",-15.1820742791347,0.999908607851584
"x1",-24.7794368714914,6.79013943216712e-05
"x2",-26.2162187598837,1.61395806567509e-05
"x3",-27.0188601217999,7.23285122672691e-06
"x4",-31.1318372577432,1.18322205932555e-07
"int13_2",-48.6900436593498,2.80307104626545e-15
"int12_3",-49.4853588900392,1.26541532402436e-15
"main",-50.2975268334093,5.61711135113512e-16
"int23_1",-50.4696564181346,4.72887794096951e-16
"int14_2",-55.2462662733996,3.98384838611049e-18
"int12_4",-56.5927386983575,1.03642351477249e-18
"int24_1",-56.7549618442504,8.8122059961802e-19
"int13",-64.1812291323698,5.24683898045939e-22
"int14",-64.3645268125281,4.36809993097211e-22
"int12",-64.7229087299445,3.05245504229164e-22
"int14_3",-65.4419971704181,1.48714438100282e-22
"int24",-65.796030281675,1.04375485326184e-22
"int23",-65.8489855701934,9.89920500587644e-23
"int34_1",-65.9263358081978,9.1623639036384e-23
"int13_4",-66.0066763452302,8.45504814368548e-23
"int34",-66.0333299106575,8.23266774504616e-23
"int24_3",-69.8677903292334,1.779326257151e-24
"int34_2",-69.8913495372279,1.7378966800066e-24
"int23_4",-69.9472752239134,1.64337144492175e-24
"int123_4",-108.261598103212,3.76735661482535e-41
"int124_3",-109.044948597511,1.72120236849686e-41
"int134_2",-109.496570025567,1.09570903032507e-41
"int234_1",-111.175922065828,2.04344012368959e-42
"full",-212.532595276951,1.95757331848588e-86
