"model","log_marginal","post_prob"
"null",-15.2329948656604,0.999619837005292
"x1",-23.1093325630855,0.000379476482517335
"x3",-29.975106121079,3.95746694508661e-07
"x2",-30.8722921869936,1.61351994595258e-07
"x4",-31.0928677527287,1.29413501334504e-07
"int12_3",-52.9450086360854,4.185191975615e-17
"int12_4",-58.7213704320054,1.29739831788313e-19
"int23_1",-63.6175548844795,9.69811747347541e-22
"main",-65.1983988560252,1.99588551739387e-22
"int13_2",-65.2248838312657,1.94371841051597e-22
"int14_2",-65.8536521581925,1.03648431286559e-22
"int14_3",-66.9587581496903,3.4325849928354e-23
"int24_1",-67.6771298559593,1.67354128846535e-23
"int34_1",-67.7719158422651,1.52219888899576e-23
"int12",-68.1173314037926,1.07760433125148e-23
"int13_4",-68.2972436399249,9.00169796498366e-24
"int23_4",-76.1328973734219,3.55912514117695e-27
"int24_3",-76.4167875968123,2.67948481922749e-27
"int34_2",-77.1001914687619,1.3528597326612e-27
"int14",-77.8869191864246,6.16000782473689e-28
"int23",-79.1040061415888,1.82392558410149e-28
"int34",-79.8776527457526,8.41427426966932e-29
"int24",-79.960548840281,7.74489167193026e-29
"int13",-80.7722959795452,3.43936323335316e-29
"int124_3",-114.38002669544,8.72621773371105e-44
"int123_4",-114.73155007825,6.13990115732019e-44
"int134_2",-123.980124224763,5.90958062898113e-48
"int234_1",-124.20292709008,4.72927542667369e-48
"full",-219.59143799618,1.77047860913588e-89
