"model","log_marginal","post_prob"
"null",-17.2751518781162,0.988362301090059
"x1",-21.7170106000699,0.0116370108568353
"x4",-32.0491919884715,3.78993774810881e-07
"x2",-32.708326071592,1.96053130509765e-07
"x3",-33.2592690868468,1.13006199639215e-07
"int12_3",-52.0408679556471,7.87693968374199e-16
"int23_1",-57.7574224992338,2.5923248688237e-18
"int12_4",-58.0646282340617,1.90665304220751e-18
"int13_2",-59.2577200853106,5.78253757263524e-19
"main",-60.8901610020833,1.13020801061651e-19
"int24_1",-62.1306689950709,3.26898257052124e-20
"int14_2",-62.4628312374825,2.34507305180794e-20
"int12",-67.7044506350769,1.24093774771632e-22
"int13_4",-68.0915739455344,8.42605865311283e-23
"int14_3",-68.9958635948017,3.41111587976583e-23
"int34_1",-69.1033951615899,3.06334638544401e-23
"int23",-73.4013130007634,4.16518317923092e-25
"int13",-74.7267697145127,1.10661249361563e-25
"int24",-75.4471381228538,5.38447722563855e-26
"int14",-75.6652021415267,4.32951794834454e-26
"int34",-76.6213066100828,1.66421200133799e-26
"int34_2",-77.7977757910261,5.13185735409734e-27
"int23_4",-77.9267947076063,4.51068368162863e-27
"int24_3",-78.3773029429988,2.87467751428044e-27
"int123_4",-112.992754129589,2.66250046939035e-42
"int234_1",-113.20961530494,2.1434239605275e-42
"int124_3",-114.452051833061,6.18763593442932e-43
"int134_2",-117.427358708326,3.15766021353258e-44
"full",-218.428492790097,4.31648461540341e-88
