"model","log_marginal","post_prob","rep","n","tau_label","tau_sd","seed","true_model","chosen_model","correct"
"null",-14.3748713349351,0.999994834713627,1,50,"small",0.1,150101,"int12_3","null",0
"x1",-27.4211195293645,2.15816257128271e-06,1,50,"small",0.1,150101,"int12_3","null",0
"x3",-27.7995913567043,1.4781412272368e-06,1,50,"small",0.1,150101,"int12_3","null",0
"x2",-27.8647934723046,1.38483812464375e-06,1,50,"small",0.1,150101,"int12_3","null",0
"x4",-30.127316086364,1.44144449774484e-07,1,50,"small",0.1,150101,"int12_3","null",0
"int12_3",-51.8347882375158,5.38719323149229e-17,1,50,"small",0.1,150101,"int12_3","null",0
"int12_4",-56.4463794264621,5.35271286554871e-19,1,50,"small",0.1,150101,"int12_3","null",0
"main",-57.872702292732,1.28567084924582e-19,1,50,"small",0.1,150101,"int12_3","null",0
"int23_1",-58.1755736964234,9.49717449788635e-20,1,50,"small",0.1,150101,"int12_3","null",0
"int13_2",-58.6248555475274,6.06001625238261e-20,1,50,"small",0.1,150101,"int12_3","null",0
"int14_2",-59.1647295551633,3.53190884594743e-20,1,50,"small",0.1,150101,"int12_3","null",0
"int24_1",-59.458639081717,2.63248679218386e-20,1,50,"small",0.1,150101,"int12_3","null",0
"int12",-67.2347100193874,1.10474361907339e-23,1,50,"small",0.1,150101,"int12_3","null",0
"int14_3",-69.1379481437574,1.64700791638976e-24,1,50,"small",0.1,150101,"int12_3","null",0
"int14",-69.4432059002726,1.21373514451489e-24,1,50,"small",0.1,150101,"int12_3","null",0
"int24",-70.3837498177965,4.73860920834e-25,1,50,"small",0.1,150101,"int12_3","null",0
"int24_3",-71.3305405137682,1.8385054400544e-25,1,50,"small",0.1,150101,"int12_3","null",0
"int34_1",-71.7873978009246,1.16427164440218e-25,1,50,"small",0.1,150101,"int12_3","null",0
"int13_4",-72.005785808612,9.35857260007841e-26,1,50,"small",0.1,150101,"int12_3","null",0
"int34_2",-72.2694755974023,7.18936600185642e-26,1,50,"small",0.1,150101,"int12_3","null",0
"int23_4",-72.4505623348412,5.99854087791641e-26,1,50,"small",0.1,150101,"int12_3","null",0
"int23",-73.3835447566846,2.35969843901831e-26,1,50,"small",0.1,150101,"int12_3","null",0
"int34",-73.6052978268906,1.8903854698732e-26,1,50,"small",0.1,150101,"int12_3","null",0
"int13",-73.6074358183272,1.88634815933225e-26,1,50,"small",0.1,150101,"int12_3","null",0
"int124_3",-111.898898423838,4.42436490799131e-43,1,50,"small",0.1,150101,"int12_3","null",0
"int123_4",-111.991606676501,4.03262888423273e-43,1,50,"small",0.1,150101,"int12_3","null",0
"int234_1",-113.197506688658,1.20745939629334e-43,1,50,"small",0.1,150101,"int12_3","null",0
"int134_2",-115.736877522183,9.5287908580768e-45,1,50,"small",0.1,150101,"int12_3","null",0
"full",-217.011659329234,9.90738181205161e-89,1,50,"small",0.1,150101,"int12_3","null",0
"null",-13.051528586612,0.99999840001816,2,50,"small",0.1,150102,"int12_3","null",0
"x3",-27.0045211941283,8.7154860010537e-07,2,50,"small",0.1,150102,"int12_3","null",0
"x1",-27.8281208443278,3.82478322801976e-07,2,50,"small",0.1,150102,"int12_3","null",0
"x2",-28.5484148528469,1.86117458316474e-07,2,50,"small",0.1,150102,"int12_3","null",0
"x4",-28.7006354070014,1.59837458831721e-07,2,50,"small",0.1,150102,"int12_3","null",0
"int12_3",-63.2389276698264,1.59914860008715e-22,2,50,"small",0.1,150102,"int12_3","null",0
"main",-67.4845572480662,2.29105399251494e-24,2,50,"small",0.1,150102,"int12_3","null",0
"int12_4",-67.5521624154097,2.14128647098009e-24,2,50,"small",0.1,150102,"int12_3","null",0
"int23_1",-69.1411400151113,4.37109826331557e-25,2,50,"small",0.1,150102,"int12_3","null",0
