"rep","n","tau_label","tau_sd","tau_var","seed","n_y0","n_y1","n_y01","best_model","best_formula","log_marginal","tau_map","correct","chosen_post_prob","error"
1,100,"medium",0.4472136,0.20000000402496,200201,1,0,1,"int12_3","~x1 * x2 + x3",29.9410752816182,NA,1,0.997310467341811,NA
2,100,"medium",0.4472136,0.20000000402496,200202,1,0,1,"int12_3","~x1 * x2 + x3",12.5560300630598,NA,1,0.942034000515551,NA
3,100,"medium",0.4472136,0.20000000402496,200203,2,0,2,"int12_3","~x1 * x2 + x3",35.8419837571012,NA,1,0.999244840833899,NA
4,100,"medium",0.4472136,0.20000000402496,200204,0,1,1,"x1","~x1",9.24941008240013,NA,0,0.960185709156116,NA
5,100,"medium",0.4472136,0.20000000402496,200205,4,0,4,"int12_3","~x1 * x2 + x3",14.6217331737707,NA,1,0.991138750699438,NA
6,100,"medium",0.4472136,0.20000000402496,200206,1,0,1,"int12_3","~x1 * x2 + x3",9.48154815093844,NA,1,0.976514754366238,NA
7,100,"medium",0.4472136,0.20000000402496,200207,0,2,2,"int12_3","~x1 * x2 + x3",31.3053727048092,NA,1,0.999567873154495,NA
8,100,"medium",0.4472136,0.20000000402496,200208,2,1,3,"int12_3","~x1 * x2 + x3",57.7785176794908,NA,1,0.999576711622725,NA
9,100,"medium",0.4472136,0.20000000402496,200209,1,0,1,"int12_3","~x1 * x2 + x3",16.1411490007562,NA,1,0.746352201278918,NA
10,100,"medium",0.4472136,0.20000000402496,200210,0,2,2,"int12_3","~x1 * x2 + x3",-5.95506823191636,NA,1,0.961949439839715,NA
11,100,"medium",0.4472136,0.20000000402496,200211,2,1,3,"x1","~x1",19.3024021866526,NA,0,0.999060113604423,NA
12,100,"medium",0.4472136,0.20000000402496,200212,3,1,4,"int12_3","~x1 * x2 + x3",40.5263798016162,NA,1,0.991778837095716,NA
13,100,"medium",0.4472136,0.20000000402496,200213,1,2,3,"int12_3","~x1 * x2 + x3",51.8500142603539,NA,1,0.999785411496338,NA
14,100,"medium",0.4472136,0.20000000402496,200214,0,3,3,"int12_3","~x1 * x2 + x3",55.8020616532432,NA,1,0.639296839990119,NA
15,100,"medium",0.4472136,0.20000000402496,200215,2,0,2,"int12_3","~x1 * x2 + x3",1.85161708691589,NA,1,0.999859584242567,NA
16,100,"medium",0.4472136,0.20000000402496,200216,1,1,2,"int12_3","~x1 * x2 + x3",38.7282125631034,NA,1,0.994749521547954,NA
17,100,"medium",0.4472136,0.20000000402496,200217,2,0,2,"int12_3","~x1 * x2 + x3",32.4882855108117,NA,1,0.998851781872758,NA
18,100,"medium",0.4472136,0.20000000402496,200218,0,0,0,"int12_3","~x1 * x2 + x3",9.12024063645131,NA,1,0.997627487881582,NA
19,100,"medium",0.4472136,0.20000000402496,200219,2,0,2,"int12_3","~x1 * x2 + x3",31.7959237901054,NA,1,0.998416697252773,NA
20,100,"medium",0.4472136,0.20000000402496,200220,1,0,1,"int12_3","~x1 * x2 + x3",23.0797404957168,NA,1,0.997848264843908,NA
21,100,"medium",0.4472136,0.20000000402496,200221,0,1,1,"int12_3","~x1 * x2 + x3",23.206796798053,NA,1,0.999780210973478,NA
22,100,"medium",0.4472136,0.20000000402496,200222,3,1,4,"int12_3","~x1 * x2 + x3",49.0614314700625,NA,1,0.89085669155638,NA
23,100,"medium",0.4472136,0.20000000402496,200223,1,0,1,"int12_3","~x1 * x2 + x3",36.3827639211217,NA,1,0.993469786662185,NA
24,100,"medium",0.4472136,0.20000000402496,200224,2,0,2,"int12_3","~x1 * x2 + x3",35.2228446772312,NA,1,0.994737676501267,NA
25,100,"medium",0.4472136,0.20000000402496,200225,2,0,2,"int12_3","~x1 * x2 + x3",38.800935355322,NA,1,0.999822756139821,NA
26,100,"medium",0.4472136,0.20000000402496,200226,3,0,3,"int12_3","~x1 * x2 + x3",52.1753184174347,NA,1,0.999257703237755,NA
27,100,"medium",0.4472136,0.20000000402496,200227,3,0,3,"int12_3","~x1 * x2 + x3",48.9865512842146,NA,1,0.999476374009656,NA
28,100,"medium",0.4472136,0.20000000402496,200228,0,0,0,"null","~1",-9.87235706450254,NA,0,0.997711938862479,NA
29,100,"medium",0.4472136,0.20000000402496,200229,1,0,1,"int12_3","~x1 * x2 + x3",14.7266985008757,NA,1,0.995849450230484,NA
30,100,"medium",0.4472136,0.20000000402496,200230,2,1,3,"int12_3","~x1 * x2 + x3",30.5115967716688,NA,1,0.982077461779042,NA
31,100,"medium",0.4472136,0.20000000402496,200231,0,1,1,"x1","~x1",-12.824480204933,NA,0,0.993844229614044,NA
32,100,"medium",0.4472136,0.20000000402496,200232,2,1,3,"int12_3","~x1 * x2 + x3",32.811609334044,NA,1,0.962910559043215,NA
33,100,"medium",0.4472136,0.20000000402496,200233,1,0,1,"int12_3","~x1 * x2 + x3",7.73636884578491,NA,1,0.544290806969221,NA
34,100,"medium",0.4472136,0.20000000402496,200234,1,1,2,"x2","~x2",-7.1071224291133,NA,0,0.999249294264268,NA
35,100,"medium",0.4472136,0.20000000402496,200235,0,1,1,"int12_3","~x1 * x2 + x3",24.5280666007772,NA,1,0.999680454388102,NA
36,100,"medium",0.4472136,0.20000000402496,200236,1,0,1,"int12_3","~x1 * x2 + x3",22.628073066133,NA,1,0.998570554901215,NA
37,100,"medium",0.4472136,0.20000000402496,200237,7,0,7,"int12_3","~x1 * x2 + x3",64.9901411116679,NA,1,0.999976535898428,NA
38,100,"medium",0.4472136,0.20000000402496,200238,1,0,1,"int12_3","~x1 * x2 + x3",20.7416595344848,NA,1,0.999532438864068,NA
39,100,"medium",0.4472136,0.20000000402496,200239,1,0,1,"int12_3","~x1 * x2 + x3",25.2398132951318,NA,1,0.999720676372396,NA
40,100,"medium",0.4472136,0.20000000402496,200240,0,1,1,"int12_3","~x1 * x2 + x3",25.186643652583,NA,1,0.99951009215384,NA
41,100,"medium",0.4472136,0.20000000402496,200241,4,0,4,"int12_3","~x1 * x2 + x3",12.6586791421769,NA,1,0.668819747567104,NA
42,100,"medium",0.4472136,0.20000000402496,200242,1,0,1,"int12_3","~x1 * x2 + x3",19.2862242295508,NA,1,0.98985230480448,NA
43,100,"medium",0.4472136,0.20000000402496,200243,0,2,2,"int12_4","~x1 * x2 + x4",26.5924684803034,NA,0,0.999999999999954,NA
