"model","log_marginal","post_prob"
"int12_3",1.85161708691589,0.999859584242567
"int12_4",-7.31260034368023,0.000104705610382025
"x1",-8.46541114473834,3.30605887476573e-05
"int13_2",-11.4304209129816,1.70460281829265e-06
"int23_1",-13.1477538066491,3.06051845630195e-07
"main",-13.3800737550337,2.42604991029643e-07
"null",-13.6566681625859,1.83982411217013e-07
"int12",-14.083547307111,1.20056326157685e-07
"int24_1",-14.7877282222058,5.93694688739318e-08
"x2",-15.4522016326841,3.05482283381014e-08
"int14_2",-18.0614445375059,2.24805137834947e-09
"x3",-21.2805075469171,8.99052246904366e-11
"int24",-24.4146586095805,3.91417662261522e-12
"int13",-27.3690972317633,2.03959541993619e-13
"int23",-28.9343553603549,4.26344888021321e-14
"x4",-29.1508658573814,3.43345805292603e-14
"int34",-29.2478485541672,3.11610939598167e-14
"int14",-29.2572516700712,3.08694558837806e-14
"int13_4",-46.6089749558455,8.99024029698804e-22
"int14_3",-47.2862030571229,4.56725092705601e-22
"int34_1",-47.3555896121877,4.26108968063837e-22
"int24_3",-49.0464581931456,7.85571610604466e-23
"int34_2",-53.6167167335093,8.13481564784378e-25
"int124_3",-54.6855952575643,2.79344207692341e-25
"int23_4",-55.9969690722445,7.52691928853053e-26
"int123_4",-60.1538144181514,1.17848012684069e-27
"int234_1",-70.6592223648412,3.22761378654055e-32
"int134_2",-74.7625868502481,5.33105310329505e-34
"full",-162.496378790031,4.21222239414579e-72
