"rep","n","tau_label","tau_sd","seed","n_y0","n_y1","n_y01","true_model","chosen_model","correct","chosen_post_prob"
1,100,"medium",0.4472136,200201,1,0,1,"int12_3","int12_3",1,0.997310467341811
2,100,"medium",0.4472136,200202,1,0,1,"int12_3","int12_3",1,0.942034000515551
3,100,"medium",0.4472136,200203,2,0,2,"int12_3","int12_3",1,0.999244840833899
4,100,"medium",0.4472136,200204,0,1,1,"int12_3","x1",0,0.960185709156116
5,100,"medium",0.4472136,200205,4,0,4,"int12_3","int12_3",1,0.991138750699438
6,100,"medium",0.4472136,200206,1,0,1,"int12_3","int12_3",1,0.976514754366238
7,100,"medium",0.4472136,200207,0,2,2,"int12_3","int12_3",1,0.999567873154495
8,100,"medium",0.4472136,200208,2,1,3,"int12_3","int12_3",1,0.999576711622725
9,100,"medium",0.4472136,200209,1,0,1,"int12_3","int12_3",1,0.746352201278918
10,100,"medium",0.4472136,200210,0,2,2,"int12_3","int12_3",1,0.961949439839715
11,100,"medium",0.4472136,200211,2,1,3,"int12_3","x1",0,0.999060113604423
12,100,"medium",0.4472136,200212,3,1,4,"int12_3","int12_3",1,0.991778837095716
13,100,"medium",0.4472136,200213,1,2,3,"int12_3","int12_3",1,0.999785411496338
14,100,"medium",0.4472136,200214,0,3,3,"int12_3","int12_3",1,0.639296839990119
15,100,"medium",0.4472136,200215,2,0,2,"int12_3","int12_3",1,0.999859584242567
16,100,"medium",0.4472136,200216,1,1,2,"int12_3","int12_3",1,0.994749521547954
17,100,"medium",0.4472136,200217,2,0,2,"int12_3","int12_3",1,0.998851781872758
18,100,"medium",0.4472136,200218,0,0,0,"int12_3","int12_3",1,0.997627487881582
19,100,"medium",0.4472136,200219,2,0,2,"int12_3","int12_3",1,0.998416697252773
20,100,"medium",0.4472136,200220,1,0,1,"int12_3","int12_3",1,0.997848264843908
21,100,"medium",0.4472136,200221,0,1,1,"int12_3","int12_3",1,0.999780210973478
22,100,"medium",0.4472136,200222,3,1,4,"int12_3","int12_3",1,0.89085669155638
23,100,"medium",0.4472136,200223,1,0,1,"int12_3","int12_3",1,0.993469786662185
24,100,"medium",0.4472136,200224,2,0,2,"int12_3","int12_3",1,0.994737676501267
25,100,"medium",0.4472136,200225,2,0,2,"int12_3","int12_3",1,0.999822756139821
26,100,"medium",0.4472136,200226,3,0,3,"int12_3","int12_3",1,0.999257703237755
27,100,"medium",0.4472136,200227,3,0,3,"int12_3","int12_3",1,0.999476374009656
28,100,"medium",0.4472136,200228,0,0,0,"int12_3","null",0,0.997711938862479
29,100,"medium",0.4472136,200229,1,0,1,"int12_3","int12_3",1,0.995849450230484
30,100,"medium",0.4472136,200230,2,1,3,"int12_3","int12_3",1,0.982077461779042
31,100,"medium",0.4472136,200231,0,1,1,"int12_3","x1",0,0.993844229614044
32,100,"medium",0.4472136,200232,2,1,3,"int12_3","int12_3",1,0.962910559043215
33,100,"medium",0.4472136,200233,1,0,1,"int12_3","int12_3",1,0.544290806969221
34,100,"medium",0.4472136,200234,1,1,2,"int12_3","x2",0,0.999249294264268
35,100,"medium",0.4472136,200235,0,1,1,"int12_3","int12_3",1,0.999680454388102
36,100,"medium",0.4472136,200236,1,0,1,"int12_3","int12_3",1,0.998570554901215
37,100,"medium",0.4472136,200237,7,0,7,"int12_3","int12_3",1,0.999976535898428
38,100,"medium",0.4472136,200238,1,0,1,"int12_3","int12_3",1,0.999532438864068
39,100,"medium",0.4472136,200239,1,0,1,"int12_3","int12_3",1,0.999720676372396
40,100,"medium",0.4472136,200240,0,1,1,"int12_3","int12_3",1,0.99951009215384
41,100,"medium",0.4472136,200241,4,0,4,"int12_3","int12_3",1,0.668819747567104
42,100,"medium",0.4472136,200242,1,0,1,"int12_3","int12_3",1,0.98985230480448
43,100,"medium",0.4472136,200243,0,2,2,"int12_3","int12_4",0,0.999999999999954
44,100,"medium",0.4472136,200244,2,0,2,"int12_3","int12_3",1,0.999772545415557
45,100,"medium",0.4472136,200245,0,0,0,"int12_3","int12_3",1,0.999660348989352
46,100,"medium",0.4472136,200246,3,0,3,"int12_3","x3",0,0.999982629326186
47,100,"medium",0.4472136,200247,3,1,4,"int12_3","int12_3",1,0.999502521743711
48,100,"medium",0.4472136,200248,2,0,2,"int12_3","int12_3",1,0.999804631832209
49,100,"medium",0.4472136,200249,2,0,2,"int12_3","int12_3",1,0.514506896696042
50,100,"medium",0.4472136,200250,3,0,3,"int12_3","int12_3",1,0.976758994869689
