"model","log_marginal","post_prob"
"int12_3",40.5263798016162,0.991778837095716
"int12_4",35.7335641794598,0.00822093963856611
"int12",25.2197317214004,2.23265716001238e-07
"int24_1",6.26309277975335,1.30634639603813e-15
"x2",4.66947441816488,2.654353073197e-16
"main",0.199296251485094,3.03798048564754e-18
"int23_1",-0.998429615666538,9.17105387976248e-19
"int13_2",-1.03997921033709,8.79780810871634e-19
"null",-2.60971467185526,1.8308258521559e-19
"int14_2",-2.72661257724434,1.62884185682562e-19
"int24",-4.4934926677262,2.78312458368654e-20
"x1",-9.57215163331814,1.73340116170247e-22
"int14",-13.4970498586017,3.42245260017192e-24
"int34",-15.1763017718455,6.38333449127835e-25
"int13",-15.5161312903563,4.54424269438775e-25
"int23",-15.6596335352572,3.93676312959391e-25
"x4",-17.7476452288843,4.87896078998339e-26
"x3",-18.2745853186026,2.88058141677358e-26
"int124_3",-20.4741858610336,3.19305042242502e-27
"int123_4",-21.1263772496247,1.66326962135764e-27
"int24_3",-38.9943655335402,2.89063955400665e-35
"int34_2",-39.648346417095,1.50305077562439e-35
"int23_4",-41.5035098615322,2.35118284919903e-36
"int234_1",-49.8303555213036,5.68831035320635e-40
"int14_3",-51.9414601505869,6.88877804627918e-41
"int13_4",-54.7387332089648,4.20050918363294e-42
"int34_1",-54.8201638847911,3.87201512754148e-42
"int134_2",-59.6711109499248,3.02829028281464e-44
"full",-127.412579816279,1.15199708010579e-73
