"model","log_marginal","post_prob"
"int12_3",23.206796798053,0.999780210973478
"int12",14.7841737229084,0.000219788928439958
"null",-0.489150249241231,5.11546938955218e-11
"int13_2",-0.871007053450583,3.49178252595468e-11
"main",-1.94709573888963,1.19044081679154e-11
"x3",-7.69646522101167,3.79130190123192e-14
"x4",-8.3327635370647,2.00653861123117e-14
"int123_4",-8.48373441198891,1.7253678578758e-14
"int13",-8.5981512217971,1.53883166419319e-14
"x2",-9.18817107385676,8.52999444111749e-15
"int34",-10.1797888087924,3.16442376700053e-15
"int124_3",-10.3255747161775,2.73514668642122e-15
"x1",-14.9328594951105,2.72936907533549e-17
"int13_4",-14.9337787354183,2.72686128207556e-17
"int12_4",-23.1039885084206,7.71588995653729e-21
"int34_2",-31.8024637501636,1.2873191407143e-24
"int23_4",-32.1817459404413,8.80980030797605e-25
"int24_3",-32.596733599797,5.81753780004574e-25
"int134_2",-32.6926184531392,5.28563234132005e-25
"int23_1",-44.7697239959613,3.00660694649231e-30
"int14_2",-47.6485985982935,1.68965213975768e-31
"int24_1",-48.9327786921217,4.67826667366523e-32
"int14_3",-57.0846058254431,1.34831520682524e-35
"int14",-58.6921385908893,2.70177278789455e-36
"int34_1",-58.7442432881197,2.56460237837619e-36
"int24",-59.5872905523335,1.10379714358148e-36
"int23",-59.9098368009823,7.99482956660337e-37
"full",-64.8127809263974,5.93591442289948e-39
"int234_1",-105.592261958714,1.15660227963079e-56
