"model","log_marginal","post_prob"
"int12_3",52.6204686394272,0.976758994869689
"int12_4",48.8712757663564,0.0229897179380041
"int12",44.3550698950496,0.00025128719230075
"int124_3",19.3620479650464,3.5143000896274e-15
"int123_4",18.9359011560355,2.29490988146978e-15
"x1",7.12523012586418,1.70394816817532e-20
"null",-1.97728903283112,1.89794025816393e-24
"int23_1",-3.31547001035588,4.97872253451987e-25
"x2",-6.72341173907016,1.64841909312296e-26
"int13_2",-7.43602808358921,8.08318074566237e-27
"main",-7.4887600921615,7.66798173451027e-27
"int14_2",-8.63469373876077,2.43785802837726e-27
"int24_1",-8.91972482723864,1.83324699360214e-27
"x3",-17.9309991200788,2.23704273760087e-31
"x4",-18.0868556796887,1.91419702688404e-31
"int23",-19.0868465935826,7.04200130950137e-32
"int34",-20.3593383671027,1.97269500986637e-32
"int13",-22.8533611283943,1.62899451883346e-33
"int14",-23.2577803272745,1.08713279369565e-33
"int24",-23.2861520396377,1.05672241196004e-33
"int34_1",-33.6122666266636,3.4624725080621e-38
"full",-34.9831653203258,8.79048011593985e-39
"int14_3",-39.6571922619051,8.2055649400213e-41
"int13_4",-39.7430523795885,7.53043235351762e-41
"int34_2",-53.1495225629552,1.13361057635425e-46
"int23_4",-53.376327371276,9.03574180270214e-47
"int24_3",-54.5092519529233,2.91032116845117e-47
"int234_1",-60.6743664724333,6.11597500802059e-50
"int134_2",-66.3994224812188,1.99574692532931e-52
