"model","log_marginal","post_prob"
"int12_3",48.9865512842146,0.999476374009656
"int12",41.4323421595898,0.000523625990145403
"int123_4",19.2269320043684,1.18941687491743e-13
"int124_3",18.74465631689,7.34318426015387e-14
"null",15.8210152363119,3.94605593998653e-15
"x3",14.5666503634755,1.12563994175026e-15
"int14",14.4063675892758,9.58935884305041e-16
"int14_3",9.66400577555979,8.36003323115854e-18
"x4",8.18597747189455,1.9068145948821e-18
"x1",-4.13347959733419,8.51209069225685e-24
"int12_4",-4.80625825320618,4.34362360294921e-24
"x2",-6.31161802839408,9.64012667515266e-25
"int13_2",-19.5936824240503,1.64344610115745e-30
"int23_1",-20.2913987351984,8.17977055141558e-31
"main",-22.9098219304816,5.96450458218726e-32
"int14_2",-26.5460646649751,1.57171653497349e-33
"int24_1",-27.7050279515388,4.9322247939037e-34
"full",-33.0167066854032,2.43338091897343e-36
"int13",-35.2556209669305,2.59335505773109e-37
"int23",-35.5563657100882,1.91977440808321e-37
"int13_4",-35.7809966561098,1.53353685466927e-37
"int34",-38.4682018103277,1.04389266837044e-38
"int24",-38.8508867830277,7.11963739454931e-39
"int34_1",-38.8685972602314,6.99465523245955e-39
"int23_4",-46.5364747643228,3.27076562661251e-42
"int34_2",-48.2307241556143,6.00960964657522e-43
"int24_3",-48.5320565345802,4.44610048641241e-43
"int134_2",-79.6310539304855,1.38629709192533e-56
"int234_1",-79.8431874086161,1.12131572659038e-56
