"id","alpha_true"
1,0.0975726961688618
2,-0.0230744270268269
3,-0.237916105533118
4,-0.0203928320463339
5,0.0188366625866218
6,-0.187498378534594
7,-0.0126183034174591
8,-0.0840720772109468
9,-0.0329683089814746
10,0.263139491159649
11,-0.0461513290961315
12,0.000769575680539137
13,-0.0466998810200612
14,0.066276651166327
15,0.129840427863714
16,-0.207808001626707
17,0.00593004619219597
18,0.0396756012083879
19,0.0881158201328655
20,0.0524424138147234
21,-0.133020648948308
22,0.0578258707881498
23,-0.0224483504695751
24,0.0494430862724789
25,0.0311304440459444
26,-0.0318492390016061
27,-0.00419794005861039
28,-0.204210050215709
29,0.00279340259820003
30,0.0791479160423191
31,-0.030735830048528
32,0.149869790410891
33,0.0216191551139021
34,0.00994073684441343
35,-0.035425848928383
36,0.118308792604548
37,-0.0869173145118684
38,-0.00246375414346339
39,0.0421165603603018
40,0.179156179078583
41,-0.0785658657925847
42,0.138719349918093
43,-0.154330384780968
44,0.139874872529753
45,0.0990638565497676
46,-0.256701101207381
47,-0.0646548366990426
48,-0.000667377177085928
49,-0.0350532610856864
50,-0.00516518729725081
