"rep","n","tau_label","tau_sd","tau_var","seed","n_y0","n_y1","n_y01","best_model","best_formula","log_marginal","tau_map","correct","chosen_post_prob","error"
30,500,"small",0.1,0.01,600130,4,1,5,"int12_3","~x1 * x2 + x3",289.920661338679,NA,1,0.999999901158601,NA
31,500,"small",0.1,0.01,600131,8,0,8,"int12_3","~x1 * x2 + x3",297.032658749673,NA,1,0.999999893175401,NA
32,500,"small",0.1,0.01,600132,5,1,6,"int12_3","~x1 * x2 + x3",343.858609759555,NA,1,0.999999830221156,NA
33,500,"small",0.1,0.01,600133,2,1,3,"int12_3","~x1 * x2 + x3",262.029103344344,NA,1,0.999999897309827,NA
34,500,"small",0.1,0.01,600134,5,3,8,"int12_3","~x1 * x2 + x3",344.249698200783,NA,1,0.999999628300162,NA
35,500,"small",0.1,0.01,600135,6,2,8,"int12_3","~x1 * x2 + x3",307.361193913366,NA,1,0.999999879702683,NA
36,500,"small",0.1,0.01,600136,7,0,7,"int12_3","~x1 * x2 + x3",341.711430867784,NA,1,0.999999825525576,NA
37,500,"small",0.1,0.01,600137,5,1,6,"int12_3","~x1 * x2 + x3",345.59994653135,NA,1,0.999999898791523,NA
38,500,"small",0.1,0.01,600138,11,2,13,"int12_3","~x1 * x2 + x3",359.905969614486,NA,1,0.99999975865363,NA
39,500,"small",0.1,0.01,600139,8,0,8,"int12_3","~x1 * x2 + x3",328.986211150928,NA,1,0.999999886404113,NA
40,500,"small",0.1,0.01,600140,5,1,6,"int12_3","~x1 * x2 + x3",303.487896198212,NA,1,0.999999893263367,NA
41,500,"small",0.1,0.01,600141,5,3,8,"int12_3","~x1 * x2 + x3",314.326402794461,NA,1,0.999999901780574,NA
42,500,"small",0.1,0.01,600142,6,1,7,"int12_3","~x1 * x2 + x3",279.85761587885,NA,1,0.999999429765894,NA
43,500,"small",0.1,0.01,600143,3,0,3,"int12_3","~x1 * x2 + x3",281.432238172344,NA,1,0.999999854967647,NA
44,500,"small",0.1,0.01,600144,5,2,7,"int12_3","~x1 * x2 + x3",324.307752456044,NA,1,0.999999873557982,NA
45,500,"small",0.1,0.01,600145,3,1,4,"int12_3","~x1 * x2 + x3",294.148564926889,NA,1,0.99999936178045,NA
46,500,"small",0.1,0.01,600146,5,2,7,"int12_3","~x1 * x2 + x3",338.309687728138,NA,1,0.999999596343243,NA
47,500,"small",0.1,0.01,600147,8,1,9,"int12_3","~x1 * x2 + x3",282.986591918707,NA,1,0.999999903383711,NA
48,500,"small",0.1,0.01,600148,10,1,11,"int12_3","~x1 * x2 + x3",361.526248308638,NA,1,0.999999888450948,NA
49,500,"small",0.1,0.01,600149,6,0,6,"int12_3","~x1 * x2 + x3",308.510862623255,NA,1,0.999999901581287,NA
50,500,"small",0.1,0.01,600150,3,4,7,"int12_3","~x1 * x2 + x3",338.195700076696,NA,1,0.999999903544875,NA
