"model","log_marginal","post_prob"
"int12_3",298.207516659181,0.999999865854796
"int12",282.383173674595,1.34145189647487e-07
"int12_4",266.312282241045,1.40629241688672e-14
"int124_3",236.763155870396,2.06563273340682e-27
"int123_4",235.343546472016,4.99487447933937e-28
"int23_1",203.525172602565,7.5854331324605e-42
"int13_2",203.230144686419,5.64743691485677e-42
"main",201.97256785427,1.60580464386025e-42
"int23",187.339864800311,7.09235585344178e-49
"int13",187.054298550026,5.33053342766908e-49
"int24",185.932287600203,1.73575133120587e-49
"int34",185.790955546928,1.50698099785208e-49
"int14",185.787281780524,1.50145485877933e-49
"int24_1",177.520235157369,3.856377582501e-53
"int14_2",177.47932085758,3.70178076956103e-53
"int234_1",139.458984062936,1.13864468940566e-69
"int134_2",139.38678835407,1.05933672096612e-69
"full",128.2666772989,1.56902967537783e-74
"x1",81.0960185192832,5.12476956143551e-95
"x2",80.2976116696434,2.30637888133601e-95
"int13_4",46.8510475678571,6.87499560222314e-110
"int24_3",45.3521785577415,1.53575481104888e-110
"int34_2",45.2154959541704,1.3395575731971e-110
"int23_4",45.1100027769149,1.20544188942271e-110
"int34_1",44.9145285909215,9.9140914108307e-111
"int14_3",44.8583305999387,9.37230561002501e-111
"null",44.1329612186908,4.53756147497698e-111
"x3",37.9060841911786,8.964461149018e-114
"x4",28.5877772520423,8.04701674461233e-118
