"id","alpha_true"
1,0.188332926889414
2,-0.106989613938427
3,-0.0596204017488809
4,-0.0363896306644872
5,-0.0661020044377027
6,0.0295062636910766
7,-0.0563268429128335
8,-0.171299311735491
9,0.00489521752997522
10,-0.190420468491758
11,-0.159860824962207
12,-0.00641634605249919
13,-0.0901850518159646
14,0.0542368536306776
15,-0.0110099087181224
16,-0.0551477733250421
17,-0.0807203554355036
18,-0.0357432062982192
19,0.0764677743756645
20,-0.127761448033269
21,0.0349424570039218
22,0.0409367209977531
23,-0.113639279144022
24,-0.0340751444606137
25,0.0777623905468988
26,-0.226596158216465
27,0.101922771404074
28,-0.061001752761288
29,0.0236042816145096
30,0.11434349129419
31,-0.0203189949594917
32,0.0599867547407982
33,-0.00691158159118112
34,-0.143900141716989
35,0.108805942432412
36,-0.0828433969974159
37,-0.234767312638435
38,0.085631394616545
39,0.0678903173538491
40,-0.0793860677389714
41,-0.101049343930827
42,-0.116605432590691
43,0.189542346802233
44,-0.12976209661473
45,-0.254854189072568
46,0.020006731594764
47,0.0845918780923342
48,0.208129186555557
49,0.037603123207994
50,0.0175737448486022
