"model","log_marginal","post_prob"
"int12_3",342.886352002286,0.999999905223018
"int12",326.714612833029,9.47769819091313e-08
"int12_4",290.276661004477,1.41873559128981e-23
"int123_4",280.23184732964,6.15877464449632e-28
"int124_3",279.574285813924,3.19094247763354e-28
"int23_1",222.590167799459,5.70204926885795e-53
"main",216.464527510031,1.24651982406845e-55
"int13_2",215.966473901258,7.57525498232268e-56
"int23",206.981978399189,9.49468227892294e-60
"int14",201.250947498428,3.07982004088803e-62
"int24",201.016606320362,2.43642058510852e-62
"int13",200.390494688477,1.30267306477137e-62
"int34",200.277151691745,1.16308430517628e-62
"int14_2",176.953059841975,8.63151062713816e-73
"int24_1",176.746026843103,7.01735618027661e-73
"full",170.201888661947,1.00946303345976e-75
"int234_1",158.944361059487,1.30319169035618e-80
"int134_2",155.702937860188,5.09654769841956e-82
"x1",117.923835091496,1.99535525635491e-98
"int13_4",106.159114870249,1.55119771450497e-103
"int14_3",104.12249423157,2.02383010136326e-104
"int34_1",104.058927296215,1.8991850451111e-104
"x3",52.4733400803062,7.50293887273365e-127
"null",35.8525995647356,4.53874221663291e-134
"x2",34.9004924136493,1.7516229843716e-134
"int23_4",34.2564862894125,9.19924804564582e-135
"x4",19.6202267099599,4.04860640777278e-141
"int34_2",18.9985162397511,2.17420320490532e-141
"int24_3",18.8887295112825,1.94814088671333e-141
