"model","log_marginal","post_prob"
"int12_3",363.293184010989,0.99993833943563
"int12",353.599379690844,6.16605643701363e-05
"int123_4",324.630742382648,1.61840855038794e-17
"int124_3",324.585273906506,1.54646984479323e-17
"int12_4",316.408351860809,4.34659656592602e-21
"full",260.70795561539,2.8039780097043e-45
"main",234.494822966881,1.15759259689192e-56
"int13_2",234.308707814167,9.61007897906244e-57
"int23_1",234.307844508453,9.60178612311996e-57
"int24",226.167740415464,2.79994653303103e-60
"int14",225.520323855762,1.46548136010355e-60
"int34",225.485727965996,1.41564870129406e-60
"int13",224.7758004009,6.96045885825074e-61
"int23",224.770833172733,6.92597039789454e-61
"int24_1",206.537666202346,8.35443007003178e-69
"int14_2",206.261108286307,6.33591367214462e-69
"int134_2",199.228156754895,5.59032696779858e-72
"int234_1",199.001455029212,4.45637676495212e-72
"x1",106.20515257583,2.22874203783634e-112
"int34_1",95.0740800266584,3.26509948860988e-117
"int14_3",94.5921490575179,2.01649179091749e-117
"int13_4",94.5732258614959,1.97869209496844e-117
"x2",52.2323933311268,8.0907408659024e-136
"int34_2",36.3853344890052,1.06095773174113e-142
"int24_3",35.7083884647801,5.39143233782481e-143
"int23_4",35.3787027776983,3.8772471422169e-143
"x3",33.0636180506828,3.82908460604424e-144
"null",32.6938217707885,2.64541906246951e-144
"x4",23.6258798568157,3.05026339674894e-148
