"model","log_marginal","post_prob"
"int12_3",332.857667626555,0.999905789620958
"int12",323.587781639824,9.42103790410785e-05
"int123_4",297.47017722272,4.2792461857314e-16
"int124_3",296.866822447955,2.34063461241605e-16
"int12_4",286.376621335222,6.5087436294358e-21
"full",236.787583539933,1.89344061310552e-42
"int13_2",221.568666179865,4.65328720290774e-49
"main",220.827504348538,2.21757013769201e-49
"int23_1",220.288649439556,1.29376575390978e-49
"int24",216.233669317076,2.24284964073936e-51
"int14",213.801084513151,1.96943659107817e-52
"int13",212.727685249836,6.73241107399133e-53
"int34",212.069190521851,3.48489742036456e-53
"int23",211.452537138734,1.88096553235943e-53
"int234_1",189.205220379098,4.0972638462245e-63
"int134_2",188.74219960594,2.57873410925009e-63
"int24_1",183.859290716309,1.95337748820776e-65
"int14_2",181.310396851181,1.52691772925757e-66
"int13_4",121.72755878568,2.02916727545737e-92
"int34_1",117.588650801335,3.23454316437051e-94
"int14_3",116.710883160993,1.34463158503584e-94
"x1",103.104070910704,1.65668458741698e-100
"int24_3",77.6577538192066,1.47246416513145e-111
"x3",77.3587049180196,1.09186626184725e-111
"int23_4",72.2066807653056,6.31937003544614e-114
"int34_2",71.2098735467379,2.33220064971147e-114
"x2",57.7043324925123,3.1796839670602e-120
"null",43.726124655599,2.70224938432657e-126
"x4",34.2866048035264,2.14879034029229e-130
