"model","log_marginal","post_prob"
"int12_3",343.249063490672,0.999936263896064
"int12",333.588367853654,6.37361039364735e-05
"int124_3",305.784511684658,5.36196781166712e-17
"int123_4",305.6194363547,4.54603628341623e-17
"int12_4",299.000232652288,6.06665439955864e-20
"full",242.55476138388,1.85777260664414e-44
"int23_1",239.812666233453,1.19705956755675e-45
"int13_2",235.185402607258,1.1709024182607e-47
"main",233.800918589017,2.93256018249463e-48
"int23",230.430563327455,1.00813859512032e-49
"int34",227.183070252976,3.9187893501927e-51
"int13",225.857209196956,1.04072929318632e-51
"int14",224.931611520352,4.12435286899211e-52
"int24",224.727932001098,3.36433260123166e-52
"int234_1",207.480175120533,1.08715955095463e-59
"int14_2",204.004805353892,3.36480091440322e-61
"int24_1",203.976362032948,3.2704430884283e-61
"int134_2",201.790275152282,3.67452432570897e-62
"int34_1",94.5712904813187,1.0013542119867e-108
"x1",94.4764419572615,9.1074236330668e-109
"int14_3",94.0828250605602,6.14398139758645e-109
"int13_4",92.6998978838124,1.54117604621846e-109
"int23_4",64.9568871542416,1.37789390514342e-121
"x2",58.4375080221424,2.03182077510235e-124
"int34_2",57.1336772063041,5.51618557141027e-125
"int24_3",55.7802443310111,1.42511673043417e-125
"x3",47.9495164424069,5.66250407146728e-129
"null",33.1896909765239,2.20240798826656e-135
"x4",25.047727750682,6.41044344064395e-139
