"id","alpha_true"
1,0.025071521084934
2,-0.103074565151972
3,0.150933374939337
4,-0.0809002410784773
5,0.0369626261659743
6,-0.0555482741552888
7,0.123191428716502
8,-0.0488405546250938
9,0.016975059960024
10,0.119268550305697
11,-0.183185845869239
12,0.26040708158559
13,0.0193538115430432
14,-0.125871753390566
15,0.0745918505084749
16,-0.114103048333348
17,-0.0317004308753742
18,0.0220306348041882
19,-0.0886645099282178
20,0.179722647795307
21,0.0239738451973747
22,0.0134948407930222
23,0.105540101730813
24,-0.119954008046549
25,0.00484571424523781
26,-0.0861546370500758
27,-0.094892250455995
28,-0.0017759187207184
29,0.0903964146567975
30,0.0111851498584849
31,0.0660724311072715
32,-0.053550886259566
33,0.0787468728656613
34,0.138719298803478
35,-0.130685105213873
36,-0.113535595057888
37,-0.102165302719406
38,-0.165116653082792
39,0.0751506163696924
40,0.148493218249425
41,-0.00020737205960826
42,-0.0457291721440091
43,0.0531689198241392
44,0.0129394268871555
45,0.116722481566125
46,0.0670394714320534
47,-0.00235007683252352
48,0.100636419620524
49,0.00489960866713271
50,-0.0132934910102773
