"model","log_marginal","post_prob"
"int12_3",333.174058054015,0.999935729466954
"int12",323.521713021834,6.42705330448524e-05
"int12_4",298.902113477696,1.30573688727815e-15
"int124_3",294.885321508309,2.35171714798535e-17
"int123_4",294.855801541984,2.28330920470826e-17
"full",232.109380201717,1.28274455602216e-44
"int13_2",209.848958756247,2.75779501083134e-54
"main",207.753022718266,3.39084958936378e-55
"int23_1",207.327944301611,2.21666117747526e-55
"int14",201.216937223069,4.91725422373196e-58
"int24",201.124217755666,4.48182721025751e-58
"int13",200.559835066407,2.54886492710737e-58
"int34",199.166656688743,6.32844688846326e-59
"int23",198.054493033969,2.08108874945216e-59
"int14_2",184.410842687456,2.47131749064194e-65
"int24_1",184.125986467111,1.85873320871942e-65
"int134_2",179.730119740659,2.29148171316849e-67
"int234_1",174.860332637877,1.75871200860765e-69
"x1",150.382852813811,4.11870142973112e-80
"int13_4",138.850199619883,4.03824502468352e-85
"int14_3",138.612166896901,3.18285144165654e-85
"int34_1",137.327971164111,8.81246181417166e-86
"x3",70.3911157096337,7.49532188553841e-115
"null",68.505867956339,1.13772576177537e-115
"x4",60.3387068548873,3.2291230362494e-119
"x2",58.7608876311144,6.66570992799314e-120
"int34_2",44.0195857980314,2.6410727746885e-126
"int24_3",43.8757137756375,2.28716524453913e-126
"int23_4",43.6167426088626,1.76533769288591e-126
