"model","log_marginal","post_prob"
"int12_3",305.393432760099,0.999691098373046
"int12",297.311254018318,0.000308901626953625
"int124_3",270.413874199717,6.43334086634458e-16
"int123_4",269.289767596145,2.09046676714563e-16
"int12_4",268.585374179484,1.03354429448873e-16
"full",206.465602722179,1.08656355207273e-43
"main",193.217130414821,1.9156524356662e-49
"int23_1",192.726093359299,1.17236280820143e-49
"int13_2",192.682298627985,1.12212754291e-49
"int34",184.233685126535,2.40356570639148e-53
"int23",183.971045813246,1.84838823029687e-53
"int24",183.899600895772,1.72093735292284e-53
"int13",183.895155925802,1.71330481383933e-53
"int14",183.787556166341,1.53852533899651e-53
"int24_1",166.231318422487,3.65197232870343e-61
"int14_2",166.04543604716,3.03249286913031e-61
"int134_2",156.792553593668,2.90618995308403e-65
"int234_1",156.650159919643,2.52047973594081e-65
"x1",105.668149577937,1.82086371823383e-87
"int34_1",98.7613430288561,1.82259204581702e-90
"int13_4",98.2454083214691,1.08798241050493e-90
"int14_3",98.2277467384227,1.06893561221905e-90
"x3",46.6603860044748,4.30062260189404e-113
"x2",42.8059405439698,9.11101871499583e-115
"null",39.9828790510774,5.41410794404939e-116
"int24_3",33.2090356992112,6.18990696104147e-119
"int23_4",32.6444717687621,3.51963089806619e-119
"int34_2",32.3508902733127,2.62419617515033e-119
"x4",31.0292505644104,6.99866918288678e-120
