"model","log_marginal","post_prob"
"int12_3",329.158219697058,0.999925478891696
"int12",319.653866081168,7.45211083035879e-05
"int123_4",292.607183749501,1.33676299543273e-16
"int124_3",292.536008361121,1.24492542444916e-16
"int12_4",290.215113432796,1.22233845776913e-17
"full",232.288488704678,8.51094925743068e-43
"int13_2",165.436515327404,7.88015679907746e-72
"main",164.43351400314,2.89026004130716e-72
"int23_1",164.187117352411,2.25906232565904e-72
"int34",156.483493571932,1.01926453748786e-75
"int24",156.31899190221,8.64658762433865e-76
"int13",156.148444769147,7.29083161576418e-76
"int14",155.66531449943,4.49734555486628e-76
"int23",155.04956716769,2.42963250715834e-76
"int14_2",141.701262101566,3.87654970269605e-82
"int24_1",140.720721666831,1.45412605604983e-82
"int234_1",131.847375761482,2.0368398996849e-86
"int134_2",130.945178383731,8.26299616225062e-87
"x1",94.2151727227461,9.23631577220279e-103
"int13_4",93.7280349052432,5.67462943073373e-103
"int14_3",92.6188816039283,1.87170908257473e-103
"int34_1",92.4603531785325,1.59731410767436e-103
"x3",37.9956824638753,3.54555622999672e-127
"x2",31.6981378830763,6.52672803670781e-130
"null",28.2611387894589,2.09906446106303e-131
"int23_4",27.3299047798514,8.2717230279317e-132
"int34_2",26.6211182761714,4.07168260483067e-132
"int24_3",22.733983331233,8.34858089305421e-134
"x4",19.2551901855121,2.57508751195807e-135
