"id","alpha_true"
1,-0.125989511617966
2,0.06879141435703
3,-0.0604228820913395
4,0.185267208678573
5,-0.0587541238293485
6,0.0653271171008515
7,0.0651013597922412
8,-0.0929196623946047
9,0.0437130207813028
10,0.121209888701939
11,0.0753955202144521
12,0.137275020592007
13,0.0885089862943289
14,-0.0950803248650962
15,-0.0102540113764936
16,-0.172428447478648
17,-0.121630266320733
18,0.0826434949008527
19,0.0804830257295988
20,-0.0428209910897978
21,0.151709788513777
22,0.0656178347697721
23,-0.0304535818795901
24,-0.0576507072065323
25,-0.183051452682965
26,-0.179174353687385
27,0.16416020454315
28,-0.0727742815404242
29,0.0142854982051793
30,0.090621096920296
31,-0.0565297713258617
32,-0.0548665799329217
33,-0.0538256902515834
34,0.100381630087883
35,0.135604555781113
36,0.059565613193531
37,0.0293644173925011
38,-0.028374319873027
39,0.08976679917864
40,0.0613227396462743
41,-0.102467563693866
42,-0.0527278130457566
43,0.213318955483689
44,0.00665981205061593
45,0.0120967864158731
46,-0.169373318045078
47,0.0240429260548599
48,-0.0213777306732258
49,-0.169992195610594
50,-0.20032623187627
