"id","alpha_true"
1,0.607796678392079
2,-0.227387058828214
3,-0.234858250297788
4,-1.27552878400662
5,-0.31625736159359
6,0.236545538226313
7,-0.281232178318776
8,0.693014383304658
9,0.326410785923327
10,0.878553777460534
11,0.474550880526005
12,-0.568661033730908
13,0.490679137812311
14,-0.632490551797679
15,0.417861256333177
16,0.0264640756550504
17,-0.333374035164366
18,-0.230812262479302
19,0.214969591454938
20,-0.413276009280764
21,0.226138777325173
22,-0.180433638325255
23,0.105867923615697
24,-0.564806790055993
25,0.232161804712143
26,-0.130900631803912
27,0.37338496813755
28,-0.706547835938336
29,-0.33973293275254
30,0.0806882004295812
31,-0.447572644088259
32,0.202683924186167
33,-0.0201952904744532
34,0.889299356986823
35,0.045572041546394
36,-0.764151067034818
37,-0.996815608299746
38,0.430579216009014
39,-0.135365924052759
40,0.44164456185715
41,-0.144398922167923
42,-0.636311731704945
43,-0.944641902247409
44,0.197775043119006
45,-0.517400996848497
46,-0.0518312750628452
47,-0.47064728325409
48,-0.438230573315496
49,-0.172898747128115
50,-0.240430321546011
