"model","log_marginal","post_prob"
"int12_3",264.746394790714,0.999999849518522
"int12",249.036969112565,1.50481478220938e-07
"int123_4",206.190577949154,3.71134901267389e-26
"int124_3",200.713929912964,1.55257924282636e-28
"int12_4",199.401213034171,4.17780416780785e-29
"main",185.587064399869,4.18349789449176e-35
"int13_2",185.258515120944,3.01198230335222e-35
"int23_1",185.026565710927,2.3884605200343e-35
"int34",172.55862408834,9.19093764409016e-41
"int13",169.800621425259,5.82873729725842e-42
"int24",169.708862828893,5.3177048625226e-42
"int23",169.570800676586,4.63195785301936e-42
"int14",169.567241991797,4.61550347041119e-42
"int24_1",132.638529522878,4.22944160189857e-58
"int14_2",132.314796133512,3.05976031960609e-58
"int134_2",124.556088903144,1.30654289127826e-61
"int234_1",124.497237527716,1.23186990033415e-61
"full",98.5369221478176,6.54851951062817e-73
"x1",56.2310254582724,2.77284530668956e-91
"int34_1",52.5979444286203,7.32990925495734e-93
"x2",51.9418252594459,3.80320437015492e-93
"int14_3",51.0780731466702,1.60334465045525e-93
"int13_4",51.0084972982013,1.49558286251263e-93
"x3",50.4653942281328,8.6884801572011e-94
"int34_2",38.2743512804927,4.41002582613219e-99
"int23_4",37.630231797013,2.31581357533274e-99
"int24_3",36.9823420230467,1.21151457078232e-99
"null",32.8140398581092,1.87524498454623e-101
"x4",17.1944025885049,3.08699365667205e-108
