"model","log_marginal","post_prob"
"int12_3",380.840541346165,0.999934362402621
"int12",371.209245090492,6.56375973782543e-05
"int124_3",346.302284318732,1.00045383067547e-15
"int123_4",344.604110715464,1.83100540468001e-16
"int12_4",332.420082803754,9.35908812972428e-22
"int13_2",292.552246282067,4.53787083475059e-39
"int14",292.465643434575,4.1614146452741e-39
"main",290.49349239738,5.79090817273315e-40
"int23_1",290.2839858086,4.69633558777073e-40
"int24",286.369301265075,9.36770546171636e-42
"full",284.277803278639,1.15693029315153e-42
"int13",283.468005949617,5.14774092162899e-43
"int34",281.656895360207,8.41514001318139e-44
"int23",281.227665620877,5.47834323954055e-44
"int134_2",267.764964732091,7.79601258455192e-50
"int14_2",263.074024205744,7.15521925051309e-52
"int234_1",259.703218760191,2.45867282655065e-53
"int24_1",258.551660008417,7.77293668085669e-54
"int14_3",159.979786736978,1.20604773464721e-96
"x2",152.566347137568,7.27358615383753e-100
"int13_4",149.951368138804,5.32203391577789e-101
"int34_1",149.899697095212,5.05402270629508e-101
"int24_3",149.414425798187,3.11090351928661e-101
"int34_2",148.433217370294,1.16614656240697e-101
"int23_4",147.764273894121,5.97357988607121e-102
"x3",123.458508789401,1.66102057690423e-112
"null",110.477225100933,3.82538489482341e-118
"x1",103.508347073799,3.59856926529815e-121
"x4",101.607118608751,5.3757224167972e-122
