"model","log_marginal","post_prob"
"int12_3",405.770042338972,0.999903640758764
"int12",396.522711447634,9.63592411675523e-05
"int124_3",375.457104551016,6.84252728893263e-14
"int123_4",368.899255940524,9.70910221863109e-17
"int12_4",367.220140095057,1.81112459057858e-17
"full",315.556845671863,6.62010141136924e-40
"int24",288.593466555648,1.29067791454369e-51
"main",284.62152098464,2.43121762103305e-53
"int13_2",283.775881263575,1.04367954113403e-53
"int23_1",283.755649460005,1.02277619092398e-53
"int14",278.814789042365,7.3112594271404e-56
"int34",277.250219180222,1.52935439917883e-56
"int13",275.075412858926,1.73780783976776e-57
"int23",275.074431996389,1.73610412485426e-57
"int234_1",266.343579811632,2.80423782360925e-61
"int24_1",258.104483405316,7.40663149641185e-65
"int134_2",253.011834574196,4.54895302432847e-67
"int14_2",251.115768614802,6.83062539680756e-68
"x1",185.668138178645,2.57582121886173e-96
"int34_1",185.047598758252,1.3849014513182e-96
"int14_3",183.770946639077,3.86345537007995e-97
"int13_4",183.687187132913,3.55303600429623e-97
"int24_3",148.529059574062,1.9125765011877e-112
"x3",144.127351240615,2.34412720615679e-114
"int23_4",139.621099354249,2.58786041238618e-116
"x2",137.26871072969,2.46213265459494e-117
"int34_2",136.264873110601,9.0229865379702e-118
"null",129.763783105636,1.35507331796298e-120
"x4",121.358896695675,3.03226396619362e-124
