"model","log_marginal","post_prob"
"int12_3",427.305430020457,0.999936882989794
"int12",417.634972890081,6.31170102056785e-05
"int124_3",391.039061752494,1.77700631150095e-16
"int123_4",390.348770232068,8.91044045023036e-17
"int12_4",369.38795190772,7.02637683037895e-26
"full",329.370723988596,2.93406797616865e-43
"int23_1",319.442507391942,1.43120052953019e-47
"int13_2",317.296855120637,1.67438585597134e-48
"main",316.773929625782,9.92548848536512e-49
"int24",311.5267441075,5.22309799110165e-51
"int23",309.957134268071,1.08706442097314e-51
"int13",307.873624512403,1.3533137421999e-52
"int14",307.857771784289,1.33202918231089e-52
"int34",307.832486648353,1.29877088556579e-52
"int234_1",286.704829879153,8.66777828970126e-62
"int134_2",281.572118371402,5.11445673481919e-64
"int24_1",274.880282639166,6.34705375921496e-67
"int14_2",269.155824037697,2.07238955278569e-69
"x2",139.834120376435,1.42157279563125e-125
"x1",130.217952927376,9.47372215667956e-130
"int13_4",114.562926100947,1.50532016331761e-136
"int34_1",110.203940711751,1.92550910994242e-138
"int14_3",109.255651864187,7.45948704330418e-139
"x3",72.3723714035335,7.15325628960776e-155
"null",67.8338135335337,7.64597980591153e-157
"int24_3",59.8778242637142,2.68034630190104e-160
"int23_4",59.2648207196148,1.45200078814619e-160
"int34_2",59.2097000905646,1.37413141063209e-160
"x4",51.6467943030143,7.13674232033783e-164
