"model","log_marginal","post_prob"
"int12_3",374.027678146996,0.999908457758371
"int12",364.729059658344,9.15422416273514e-05
"int124_3",339.351958267486,8.7193968065076e-16
"int123_4",338.163566414364,2.65689516232823e-16
"full",279.030427055392,5.53577330211265e-42
"int12_4",262.8618972563,5.26350481542725e-49
"int13_2",231.411957469115,1.15541956912104e-62
"main",227.301340301035,1.89461671947689e-64
"int23_1",227.216353954737,1.7402524917978e-64
"int14",220.724622472811,2.63808693853857e-67
"int13",215.230942803606,1.08496152633777e-69
"int24",214.293395162014,4.24856797105468e-70
"int34",211.719720944449,3.23973926758353e-71
"int23",211.120557513736,1.77949465602111e-71
"int14_2",206.098680906265,1.17306854242224e-73
"int24_1",196.805304441282,1.07959601221745e-77
"int134_2",176.095115913044,1.09380694037292e-86
"int234_1",168.958471090751,8.7003196536707e-90
"x1",129.668886433821,7.52116984799765e-107
"int13_4",98.586347043188,2.38402088355516e-120
"int14_3",98.2310603754039,1.67113300293658e-120
"int34_1",97.2071587794995,6.00255575890765e-121
"null",36.347935010359,2.22592817749281e-147
"x3",31.168875030682,1.25393197379465e-149
"x2",28.7579087797517,1.125135007846e-150
"x4",20.1187963658239,1.99198373402448e-154
"int24_3",1.8716790595729,2.3695366534975e-162
"int34_2",-3.85908721998305,7.68817497270871e-165
"int23_4",-6.97697853045804,3.40204667287415e-166
