"model","log_marginal","post_prob"
"int12_3",385.408688937989,0.999931267085857
"int12",375.823475299404,6.87329141429447e-05
"int124_3",349.315808645983,2.11364186203134e-16
"int123_4",347.366563156935,3.00943413047879e-17
"int12_4",329.47902517873,5.12891856191792e-25
"main",312.395434128785,1.95306401928506e-32
"int13_2",312.272174720202,1.72657559628248e-32
"int23_1",312.212218982335,1.62609963417611e-32
"int34",310.521648956919,2.99876144710736e-33
"int14",303.864536405194,3.85296152440721e-36
"int24",303.742313736937,3.40968329446207e-36
"int13",302.815979222372,1.35024343294308e-36
"int23",302.75617003406,1.27185403831408e-36
"full",291.197650020694,1.21516656773839e-41
"int234_1",284.261524673392,1.18117663724945e-44
"int134_2",283.700836077953,6.74234366608615e-45
"int14_2",267.297216800437,5.06768427547977e-52
"int24_1",266.549657966474,2.39965536445657e-52
"int34_1",222.235664540855,1.36403670675086e-71
"int14_3",214.922951994243,9.09819730485332e-75
"int13_4",214.630961669833,6.79431322001659e-75
"x1",199.195031407554,1.34402153737736e-81
"int34_2",148.47299855567,1.25923634369458e-103
"x3",145.305514085613,5.30256770946516e-105
"int23_4",140.439718220422,4.08599591859765e-107
"int24_3",139.870791510486,2.31321605431598e-107
"x2",127.349633442006,8.4400756941414e-113
"null",115.73830757633,7.64912204858789e-118
"x4",106.819515269888,1.02383343156906e-121
