"model","log_marginal","post_prob"
"int12_3",332.427792272053,0.999999824171722
"int12",316.874034436745,1.75828278044301e-07
"int124_3",270.289553139751,1.0320614426192e-27
"int123_4",269.372151010732,4.12366019858334e-28
"int12_4",264.692486573088,3.82763421929919e-30
"main",212.42547151871,7.6498726413729e-53
"int13_2",211.914043765106,4.58716068677463e-53
"int23_1",211.825604175815,4.19889609667852e-53
"int24",198.01876396948,4.23546028541821e-59
"int14",197.014546476731,1.55158116200691e-59
"int13",196.468528023704,8.98755781154856e-60
"int34",196.433450708412,8.67776355199418e-60
"int23",196.323962440836,7.7778159503084e-60
"int24_1",174.462378445507,2.49168057919196e-69
"int14_2",173.081776113449,6.26475934594279e-70
"full",160.596985408575,2.37043844338798e-75
"int234_1",153.912441906626,2.96325021721579e-78
"int134_2",149.068547362982,2.33395056817761e-80
"x1",125.544354935676,1.41796232303428e-90
"int13_4",115.870213384851,8.91740309542369e-95
"int14_3",114.915231329164,3.4315865859036e-95
"int34_1",114.857224243702,3.23819355723404e-95
"x3",59.9460834623127,4.59935961982652e-119
"null",45.9782399292175,3.94948071451826e-125
"x2",45.3392280215031,2.08459000969192e-125
"x4",32.0138273921629,3.40308416057503e-131
"int34_2",30.0197084285101,4.63273893506417e-132
"int23_4",29.8529373539409,3.92111942749331e-132
"int24_3",28.8587245819649,1.45087149844942e-132
