"model","log_marginal","post_prob"
"int12_3",334.195815752166,0.999999664665486
"int12",319.287678833976,3.3533451418842e-07
"int124_3",272.569363516178,1.72175641193607e-27
"int123_4",271.438663732239,5.55795507626076e-28
"int12_4",266.483960338461,3.91845342212911e-30
"int13_2",174.591702182667,4.83965097124546e-70
"int23_1",173.453829923496,1.55110928945713e-70
"main",172.638911953053,6.86638294874048e-71
"int24",163.556574371751,7.8040299365378e-75
"full",163.370546597076,6.47930002780465e-75
"int14",161.188958450228,7.31267709419778e-76
"int13",159.039531920549,8.52299660826929e-77
"int23",157.989956663714,2.98378532209157e-77
"int34",157.097639051171,1.22247210512322e-77
"int24_1",136.378556939712,1.22759730656941e-86
"int14_2",133.22684473673,5.25151618842492e-88
"int134_2",118.896200821649,3.13736562729939e-94
"int234_1",117.682835182673,9.32410450801385e-95
"x1",92.815119854165,1.47807199293548e-105
"int14_3",72.2229037695372,1.68503828288212e-114
"int13_4",70.9168236717351,4.56442833575131e-115
"int34_1",70.5290034445702,3.09712125114239e-115
"x3",29.7848218287547,6.25151046820218e-133
"null",22.073144000853,2.79798792469495e-136
"x2",20.059660017408,3.7359482557302e-137
"x4",6.17019046014934,3.46961164836202e-143
"int23_4",0.271309996110176,9.51545658815261e-146
"int24_3",-0.952265715585781,2.79922270712614e-146
"int34_2",-1.49443383021128,1.62770925187839e-146
