"rep","n","tau_label","tau_sd","tau_var","seed","n_y0","n_y1","n_y01","best_model","best_formula","log_marginal","tau_map","correct","chosen_post_prob","error"
31,500,"small",0.1,0.01,600131,8,0,8,"int12_3","~x1 * x2 + x3",287.751909848266,NA,1,0.999999892677533,NA
32,500,"small",0.1,0.01,600132,5,1,6,"int12_3","~x1 * x2 + x3",334.574963579185,NA,1,0.999999828897388,NA
33,500,"small",0.1,0.01,600133,2,1,3,"int12_3","~x1 * x2 + x3",252.745250022052,NA,1,0.999999896489459,NA
34,500,"small",0.1,0.01,600134,5,3,8,"int12_3","~x1 * x2 + x3",334.966030413563,NA,1,0.9999996254029,NA
35,500,"small",0.1,0.01,600135,6,2,8,"int12_3","~x1 * x2 + x3",298.077543457401,NA,1,0.999999878766271,NA
36,500,"small",0.1,0.01,600136,7,0,7,"int12_3","~x1 * x2 + x3",332.427792272053,NA,1,0.999999824171722,NA
37,500,"small",0.1,0.01,600137,5,1,6,"int12_3","~x1 * x2 + x3",336.316255877213,NA,1,0.999999897999881,NA
38,500,"small",0.1,0.01,600138,11,2,13,"int12_3","~x1 * x2 + x3",350.622645705529,NA,1,0.999999756214111,NA
39,500,"small",0.1,0.01,600139,8,0,8,"int12_3","~x1 * x2 + x3",319.702562709201,NA,1,0.999999885520077,NA
40,500,"small",0.1,0.01,600140,5,1,6,"int12_3","~x1 * x2 + x3",294.202226639585,NA,1,0.999999892421196,NA
41,500,"small",0.1,0.01,600141,5,3,8,"int12_3","~x1 * x2 + x3",305.04400928061,NA,1,0.999999901217021,NA
42,500,"small",0.1,0.01,600142,6,1,7,"int12_3","~x1 * x2 + x3",270.573896713492,NA,1,0.999999425051728,NA
43,500,"small",0.1,0.01,600143,3,0,3,"int12_3","~x1 * x2 + x3",272.148320171457,NA,1,0.999999853929584,NA
44,500,"small",0.1,0.01,600144,5,2,7,"int12_3","~x1 * x2 + x3",315.023531377346,NA,1,0.999999872500734,NA
45,500,"small",0.1,0.01,600145,3,1,4,"int12_3","~x1 * x2 + x3",284.86492039343,NA,1,0.999999356812006,NA
46,500,"small",0.1,0.01,600146,5,2,7,"int12_3","~x1 * x2 + x3",329.026781258175,NA,1,0.99999959352602,NA
47,500,"small",0.1,0.01,600147,8,1,9,"int12_3","~x1 * x2 + x3",273.70249639583,NA,1,0.999999902602824,NA
48,500,"small",0.1,0.01,600148,10,1,11,"int12_3","~x1 * x2 + x3",352.246583315859,NA,1,0.999999888061032,NA
49,500,"small",0.1,0.01,600149,6,0,6,"int12_3","~x1 * x2 + x3",299.227944806446,NA,1,0.999999900978452,NA
50,500,"small",0.1,0.01,600150,3,4,7,"int12_3","~x1 * x2 + x3",328.912368191187,NA,1,0.999999902811585,NA
