"id","alpha_true"
1,0.0221813422046212
2,-0.123293869724113
3,0.193448813764011
4,0.00996148694629469
5,-0.0142714191491809
6,0.0200826002498246
7,-0.104223885563387
8,-0.04557554114501
9,-0.0705557547665225
10,0.00340661045040789
11,-0.0424983801441683
12,-0.140887145804516
13,0.0285545020440165
14,0.133449782431474
15,-0.00849505357763647
16,-0.0103351375444913
17,0.0240161906660979
18,0.166944158217551
19,0.071622851982238
20,0.116461085696273
21,0.303823237410664
22,0.198457901494752
23,0.00730933778105982
24,0.110887580809596
25,0.00156728377031828
26,-0.101183096508996
27,-0.168444329109923
28,0.0756574544100027
29,-0.0375095036307197
30,0.2646701898425
31,0.0969530529552748
32,-0.154648033926741
33,-0.1516445332572
34,0.0855108832451825
35,-0.0280982992689404
36,-0.125050935822237
37,0.0218281153505713
38,-0.0719276003267699
39,0.123624827941424
40,0.0576536614898768
41,-0.0520046115189684
42,-0.0100304828373126
43,-0.054572911203508
44,-0.00184372333072518
45,0.135763784765827
46,-0.0782276608919151
47,0.0386727319676338
48,-0.0829118694498376
49,0.00813252958183762
50,-0.0234491352184101
