"model","log_marginal","post_prob"
"int12_3",6.94302068528819,0.999483970911917
"null",-1.26310085969509,0.000272836537114202
"int12",-1.54065567632973,0.000206710245831728
"x2",-3.68739556021341,2.41570955897903e-05
"int12_4",-4.81555603766629,7.81791326260219e-06
"x3",-5.57190771026697,3.66953884967631e-06
"x1",-7.46841355583096,5.50768972490024e-07
"x4",-8.7573749392452,1.51768153450556e-07
"main",-9.618161360088,6.41720417634386e-08
"int13_2",-9.90615699081747,4.81139424321574e-08
"int23_1",-10.656899053391,2.27105582157723e-08
"int14_2",-15.8250920779004,1.29333222043065e-10
"int24_1",-17.4444141633464,2.56122334124529e-11
"int14",-17.6417139400284,2.10262220605729e-11
"int34",-17.8995939273736,1.62467086068553e-11
"int13",-18.1232194521297,1.29911040092222e-11
"int24",-18.4361896635617,9.50002665889205e-12
"int23",-18.669541522894,7.52283262181771e-12
"int34_2",-20.886998360649,8.19128677336358e-13
"int24_3",-21.5637943787433,4.16316242012123e-13
"int23_4",-21.9160988269973,2.9269781255877e-13
"int124_3",-27.0083857850804,1.79832155828661e-15
"int34_1",-27.3616613893595,1.26311154628772e-15
"int13_4",-27.5351705473985,1.06190981573867e-15
"int14_3",-27.5713951026377,1.02413099650298e-15
"int123_4",-27.9088218781387,7.30824207190047e-16
"int134_2",-42.4821629474506,3.42524242713074e-22
"int234_1",-44.0555349282731,7.10206341051831e-23
"full",-84.3838901451518,2.17271323892245e-40
