"model","log_marginal","post_prob"
"int12_3",18.6236225603109,0.990576030827499
"int12_4",13.9389344351229,0.00914857837215169
"int12",10.4355185574008,0.00027532105772159
"x1",2.1457144277452,6.91231052265415e-08
"null",-2.59265438893452,6.05028467680759e-10
"int13_2",-7.17000745216759,6.22094887712491e-12
"main",-7.71807623270838,3.59611345759777e-12
"int23_1",-8.11284735557513,2.42318440329332e-12
"x3",-8.84409861242977,1.16629410172267e-12
"x2",-9.30258794316281,7.37375481780503e-13
"int14_2",-10.8144874948743,1.62584470306756e-13
"x4",-11.1204348102262,1.19731336302412e-13
"int24_1",-11.8954280924027,5.5161049899531e-14
"int123_4",-14.3264846188906,4.85107611620498e-15
"int124_3",-15.0402877866846,2.37595008236417e-15
"int13",-15.5711387528693,1.39730645957173e-15
"int34",-15.5783805327361,1.38722402523314e-15
"int14",-15.6448974385826,1.29795213323052e-15
"int24",-16.2916699815758,6.79780856423549e-16
"int23",-16.3980812505314,6.11160254624294e-16
"int34_1",-18.7540898556732,5.79366749087317e-17
"int13_4",-19.290596102602,3.38806601736341e-17
"int14_3",-20.1998012051139,1.36486313980696e-17
"int34_2",-27.9470387443692,5.89530925075647e-21
"int23_4",-30.7274666535854,3.65579718039538e-22
"int24_3",-31.7166294802852,1.35954671926028e-22
"int234_1",-38.9217485294672,1.0098356343389e-25
"int134_2",-38.9915934620355,9.41710521888903e-26
"full",-71.183407035693,9.84442660378323e-40
