"model","log_marginal","post_prob","rep","n","tau_label","tau_sd","seed","true_model","chosen_model","correct"
"int12_3",14.610595701431,0.879225081297177,1,100,"small",0.1,200101,"int12_3","int12_3",1
"x1",12.6093518446401,0.118842260679799,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int12_4",8.43325281017594,0.00182521545725433,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int12",5.60048694775023,0.000107413670024167,1,100,"small",0.1,200101,"int12_3","int12_3",1
"null",-2.63906645659209,2.83574371763182e-08,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int23_1",-7.8536540866852,1.54170167929547e-10,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int13_2",-8.08654919217449,1.22139260522288e-10,1,100,"small",0.1,200101,"int12_3","int12_3",1
"main",-8.21309497764771,1.07621031423943e-10,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int34_1",-8.67106093765841,6.80777291397789e-11,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int24_1",-9.37850153405545,3.35557935160222e-11,1,100,"small",0.1,200101,"int12_3","int12_3",1
"x3",-9.72609909339485,2.37032453226377e-11,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int14_2",-10.9558193301869,6.93022122449685e-12,1,100,"small",0.1,200101,"int12_3","int12_3",1
"x4",-11.0997166995375,6.0014095465855e-12,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int13_4",-11.1907738126443,5.47908027015968e-12,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int14_3",-11.2537821511536,5.14450376381393e-12,1,100,"small",0.1,200101,"int12_3","int12_3",1
"x2",-11.2658160550727,5.08296631033606e-12,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int34",-14.4454722728485,2.11451164631995e-13,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int24",-14.9455287180038,1.28244375403258e-13,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int23",-16.5906354690412,2.47501333170336e-14,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int13",-16.8648621901925,1.88140542003131e-14,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int14",-16.9364116913588,1.75149473951766e-14,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int123_4",-20.0664987160582,7.65648285903667e-16,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int124_3",-20.5496782514015,4.72266465655033e-16,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int24_3",-34.0761201549457,6.30562341363288e-22,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int34_2",-34.899421489225,2.76804281732207e-22,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int23_4",-35.1155705019172,2.22997749530427e-22,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int234_1",-38.0704822982388,1.16144484989013e-23,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int134_2",-40.2781906045971,1.27703575635637e-24,1,100,"small",0.1,200101,"int12_3","int12_3",1
"full",-73.4930689677166,4.79915379051066e-39,1,100,"small",0.1,200101,"int12_3","int12_3",1
"int12_3",18.8271096972374,0.930809592689019,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int12_4",16.2195414279391,0.0686133051075655,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int12",11.4410571405475,0.000576951068443599,2,100,"small",0.1,200102,"int12_3","int12_3",1
"null",2.75423022472393,9.73863271716425e-08,2,100,"small",0.1,200102,"int12_3","int12_3",1
"x1",1.9844777289091,4.51023037829187e-08,2,100,"small",0.1,200102,"int12_3","int12_3",1
"x2",0.288133570461074,8.26962504158591e-09,2,100,"small",0.1,200102,"int12_3","int12_3",1
"x4",-3.05652235199786,2.91689104644532e-10,2,100,"small",0.1,200102,"int12_3","int12_3",1
"x3",-4.73553169133423,5.44171404265169e-11,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int13_2",-6.18413511734802,1.278248353127e-11,2,100,"small",0.1,200102,"int12_3","int12_3",1
"main",-6.84530474744786,6.59892085925531e-12,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int23_1",-7.03091512803758,5.48104485031122e-12,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int14_2",-7.58646029339224,3.1448009070248e-12,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int24_1",-7.78580092796449,2.5764434726934e-12,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int124_3",-13.4298703955967,9.11658935878947e-15,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int13",-13.873698392269,5.84898278753222e-15,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int123_4",-14.631918470751,2.74024596650749e-15,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int34",-14.7266135850363,2.4926653779514e-15,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int23",-14.8497054653069,2.20397090589942e-15,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int14",-15.0674848204942,1.77266016324926e-15,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int24",-15.2439282932483,1.48592557759919e-15,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int34_1",-19.5602176860499,1.9836104738834e-17,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int14_3",-20.092712401726,1.16465387536447e-17,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int13_4",-20.1913791653259,1.05522833689172e-17,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int34_2",-22.0603370962248,1.62805221258364e-18,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int23_4",-22.3185974227551,1.25749797436486e-18,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int24_3",-22.5668003795508,9.81101906440511e-19,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int134_2",-37.3614912409724,3.6852038570641e-25,2,100,"small",0.1,200102,"int12_3","int12_3",1
"int234_1",-38.9045469118915,7.8762765011778e-26,2,100,"small",0.1,200102,"int12_3","int12_3",1
"full",-66.3577063847505,9.40947264483688e-38,2,100,"small",0.1,200102,"int12_3","int12_3",1
