"model","log_marginal","post_prob"
"int12_3",374.966137769913,0.999925007741442
"int12",365.468087095985,7.49922585567705e-05
"int123_4",340.523986126322,1.10136437954058e-15
"int12_4",339.215090767821,2.97498646896976e-16
"int124_3",338.900825807579,2.17270846646623e-16
"int13_2",304.204471157804,1.85594922289521e-31
"main",298.754722924878,7.97573112585312e-34
"int23_1",298.352265425647,5.33317007657156e-34
"int13",294.878045829283,1.6525363989398e-35
"int34",290.320639009359,1.73338247097235e-37
"int14",289.50866294905,7.69586920356329e-38
"int24",289.333884372663,6.46178206658772e-38
"int23",289.10301860394,5.12965996176501e-38
"full",278.224278344128,9.67189810191462e-43
"int24_1",271.100312748174,7.79135091117527e-46
"int14_2",270.898512214127,6.36754329276277e-46
"int134_2",269.501290422904,1.57458529941146e-46
"int234_1",262.467685207738,1.38838610837365e-49
"x1",187.852690904577,5.4655008545478e-82
"int13_4",177.232244250892,1.33422351161624e-86
"int34_1",175.783278423629,3.13293025128941e-87
"int14_3",174.299981903792,7.10825882114904e-88
"x2",121.014098095635,5.12858941220232e-111
"x3",114.504787177902,7.63906347790771e-114
"null",111.508386948996,3.81698131416665e-115
"int34_2",109.598674418571,5.65382575559338e-116
"int23_4",108.991136052262,3.07958261929755e-116
"int24_3",108.436030854292,1.76771698778013e-116
"x4",102.409983746954,4.26907445408181e-119
