"model","log_marginal","post_prob"
"int12_3",431.392880491359,0.999842923050223
"int12",422.634262833921,0.000157076949776263
"int124_3",395.383931797371,2.29849762878952e-16
"int123_4",394.100784266475,6.37059751582377e-17
"int12_4",372.967991019135,4.2298471444198e-26
"full",333.955806640288,4.82556611955213e-43
"int13_2",272.862581999884,1.41611305873979e-69
"main",272.261408394701,7.76267757991676e-70
"int23_1",272.183931570309,7.1839581048024e-70
"int24",267.046505973166,4.21898715295017e-72
"int34",264.041399517661,2.08981119709891e-73
"int14",263.766552896261,1.58760581420315e-73
"int13",263.615564593904,1.36511517425735e-73
"int23",262.905328091391,6.7099224417062e-74
"int234_1",240.244547871051,9.6664207554636e-84
"int134_2",239.998536799222,7.55830553944945e-84
"int24_1",239.854894204633,6.54698367198522e-84
"int14_2",237.507995112324,6.26319498668882e-85
"int34_1",168.134027889674,4.65655546093667e-115
"int13_4",167.564678175008,2.63511358855938e-115
"int14_3",166.98179046499,1.47114142438279e-115
"x1",165.487895209513,3.30266069946909e-116
"x3",64.9558090216438,7.21661726344397e-160
"x2",59.8975989549532,4.58755149938818e-162
"int24_3",57.3134217992086,3.46168123315442e-163
"null",57.0400208415118,2.6336044439255e-163
"x4",48.4230008251488,4.76679310851638e-167
"int34_2",48.2630428514559,4.06216385486739e-167
"int23_4",47.4669002412329,1.83230216630802e-167
