"id","alpha_true"
1,0.0336687646468909
2,0.703342525989808
3,-0.773870819075411
4,0.338683550821275
5,0.664732171701636
6,0.0385532680745568
7,-0.333403879332256
8,-0.56785691670292
9,-0.150542473043006
10,-0.257039855215422
11,-0.0802308379925447
12,0.329519271172161
13,0.699280828000453
14,-0.355760210817514
15,0.307912814716079
16,-0.332851070643025
17,0.617184797770571
18,-0.546861773242549
19,0.418414308341945
20,-0.729796702026346
21,-0.141260199029395
22,-0.19939461918887
23,-0.291288675566877
24,0.802579076239405
25,-0.364771341204746
26,-0.00391276947681529
27,0.0993547156702454
28,0.640490329578772
29,-0.806950142923605
30,-0.4100724359258
31,0.488330124185433
32,-0.822052227049974
33,-0.220624676136297
34,-0.448512028646499
35,-0.0218549815532457
36,-0.211324771981271
37,-0.411368569291307
38,-0.0285940942094587
39,-0.997279911122679
40,0.422640609300857
41,-0.916764539895698
42,-0.0317744601646734
43,-0.00945980905065805
44,0.0489127263689479
45,-0.208042733743546
46,-0.407993744834319
47,-0.393603946110752
48,0.0477105792745431
49,0.112127846723335
50,-0.238591059187422
