"model","log_marginal","post_prob"
"int12_3",403.918573067502,0.999911757501316
"int12",394.583239431567,8.82424972883918e-05
"int12_4",376.62038821942,1.39479579556986e-12
"int123_4",369.140072868334,7.86775721156869e-16
"int124_3",367.627205071482,1.73308879211157e-16
"full",308.59899461256,4.01046503898269e-42
"int13_2",286.163801827613,7.23959560669345e-52
"int23_1",283.878913851942,7.36885597391068e-53
"main",283.793478436203,6.76543831428943e-53
"int34",278.685685251183,4.09269653351959e-55
"int13",276.94288832556,7.16345365933246e-56
"int24",276.567578560679,4.92184004981667e-56
"int23",274.723628399636,7.78592320872537e-57
"int14",274.329550735892,5.25006114214183e-57
"int24_1",255.1943229205,2.56945201187165e-65
"int134_2",254.270744861909,1.02031825427714e-65
"int234_1",252.849643264235,2.46353691569028e-66
"int14_2",252.837580925382,2.43399940252405e-66
"x1",150.407566435941,7.97132274387583e-111
"int13_4",149.962641479976,5.10860048197234e-111
"int34_1",143.77136970852,1.04584367370955e-113
"int14_3",141.703899582194,1.32304893138228e-114
"int34_2",123.980836144293,2.65795272890398e-122
"int23_4",122.359201927057,5.25146482215685e-123
"x2",120.539732779446,8.51324338939323e-124
"int24_3",115.791299215206,7.37694516444774e-126
"x3",104.541527743159,9.5976052236517e-131
"null",97.3604105724378,7.30202509345384e-134
"x4",88.3684732020877,9.08436424961585e-138
