"model","log_marginal","post_prob"
"int12_3",25.8894362935135,0.999752361577853
"int12",17.125034269945,0.000156156836642915
"int13_2",16.0982257030039,5.59272812825755e-05
"main",14.8779328578509,1.6506586007099e-05
"int23_1",14.2877310224877,9.14820438404747e-06
"int12_4",14.0666296834251,7.33352483920442e-06
"x1",12.9533874406464,2.40900557051731e-06
"int24",9.43665176323191,7.15383477129483e-08
"int24_1",8.82880217734796,3.89541008474991e-08
"int14",7.91576962143578,1.56324908599883e-08
"int13",7.579168885451,1.1164630159942e-08
"int14_2",7.46875618330549,9.9975299516543e-09
"int34",7.16951651882206,7.41198580412291e-09
"int23",5.96924101603273,2.23183226225583e-09
"null",1.82498773945177,3.53863054209402e-11
"x3",0.475155606819801,9.1750951104199e-12
"int34_1",-0.593172907966949,3.15240056068937e-12
"int14_3",-0.699114479302018,2.83551243525837e-12
"int13_4",-1.08507525358761,1.92757338764895e-12
"x2",-5.95795380501948,1.47484593618734e-14
"x4",-6.49396464035276,8.62899282437348e-15
"int124_3",-8.04138221583092,1.83622203039916e-15
"int123_4",-8.70063519483498,9.49763034825972e-16
"int134_2",-14.2240292245914,3.79171524023487e-18
"int234_1",-15.1098618719134,1.56359215768939e-18
"int34_2",-24.3825072034132,1.4691454127254e-22
"int24_3",-24.6392407462911,1.1364931499536e-22
"int23_4",-24.920878626112,8.57537351023206e-23
"full",-62.6988444502562,3.36117365110709e-39
