"model","log_marginal","post_prob","rep","n","tau_label","tau_sd","seed","true_model","chosen_model","correct"
"int12_3",53.9126579365501,0.992265560893485,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int12_4",49.0279439234986,0.00750280357671354,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int12",45.2048335621798,0.000164009061374991,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"x1",43.629700058158,3.39465821049987e-05,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"x2",43.2105742794136,2.23240014040022e-05,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"null",42.2331116940531,8.39973208298348e-06,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int13_2",40.2040001041283,1.1041637051727e-06,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int23_1",39.9035816508708,8.17642374696359e-07,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"main",39.6833544744478,6.56024325515128e-07,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"x3",38.1173074458828,1.37023280393263e-07,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int24_1",38.0046580664471,1.22425350655753e-07,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int14_2",37.9231556091177,1.12843172921549e-07,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"x4",34.7297002416239,4.62993874047008e-09,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int34",32.4158668718621,4.57815171153953e-10,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int24",32.0290719630668,3.10961974879574e-10,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int13",31.7762741689327,2.41500813906845e-10,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int14",31.6344080231846,2.09559288128722e-10,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int23",31.4780588149619,1.79227776143601e-10,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int14_3",25.8331269622908,6.33639965670143e-13,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int34_1",25.8007232215058,6.13436757977905e-13,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int13_4",25.2317259878581,3.47262139924516e-13,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int23_4",21.7164244447926,1.03271711554814e-14,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int34_2",21.2256214335458,6.32161925702552e-15,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int124_3",21.0367207047578,5.23347062861288e-15,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int24_3",20.8011955103549,4.13525693715956e-15,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int123_4",19.0802902188557,7.39814479352305e-16,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int134_2",8.89775515337903,2.79836291142217e-20,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int234_1",8.11524501508706,1.27957044710287e-20,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"full",-36.2115439823539,7.18099028210343e-40,1,100,"big",0.7071068,200301,"int12_3","int12_3",1
"int12_3",66.4421317761165,0.923301196498461,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int12_4",63.9517180169865,0.0765192042702982,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int12",57.8967370778063,0.000179525289277275,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"null",50.0630588161685,7.11217432779561e-08,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"x1",46.7662420634785,2.63155874675067e-09,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"x3",43.7045493967448,1.2317904683526e-10,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"x2",42.7890506076856,4.93106544935437e-11,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"x4",41.6155193292349,1.52504482297469e-11,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"main",37.8788177757377,3.63457590474596e-13,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int13_2",37.5241353648476,2.54927759598599e-13,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int23_1",37.4281976778242,2.31607127972249e-13,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int14_2",35.7577630753802,4.35804179493265e-14,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int24_1",35.1706088477224,2.42266603034339e-14,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int124_3",32.8544163096447,2.38992301500103e-15,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int123_4",31.8354491176628,8.62684674310093e-16,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int34",30.0228036702444,1.40808919960547e-16,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int14",29.9400674751177,1.29627842971012e-16,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int24",29.5569867827586,8.83748039851124e-17,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int13",29.0786861553989,5.47778699227242e-17,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int23",29.0360514010098,5.24915143169324e-17,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int14_3",24.8968267608395,8.36462896075461e-19,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int34_1",24.4612501323786,5.41100773869595e-19,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int13_4",24.1607205529753,4.0064508293239e-19,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int34_2",20.5011682640794,1.03142214532215e-20,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int24_3",19.7370388050888,4.80373724432873e-21,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int23_4",19.600105130376,4.1889936782118e-21,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int134_2",6.77716909485997,1.13026256289486e-26,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int234_1",5.1332033322328,2.18380614532408e-27,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"full",-24.6316537694101,2.58524013687994e-40,2,100,"big",0.7071068,200302,"int12_3","int12_3",1
"int12_3",30.5735663504988,0.998567823572299,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int12_4",23.8592570844034,0.00121168603845956,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int12",22.1550363915558,0.000220422772633284,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"null",14.0612000658383,6.73206045356855e-08,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"x1",7.94210444577578,1.48135294503593e-10,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"x2",7.41501882035161,8.74476547399918e-11,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"x3",6.46881900597234,3.39483607442973e-11,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"x4",6.2190407691801,2.64448737814708e-11,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int123_4",-0.77555394845227,2.42453026383964e-14,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int124_3",-3.11032415593015,2.34773887828037e-15,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int13_2",-5.54211223458737,2.06318251292928e-16,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int23_1",-6.74563267928859,6.19234807356632e-17,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"main",-6.87949422900541,5.41651596796553e-17,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int24_1",-7.8198533915719,2.11508211299444e-17,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int14_2",-8.10341394882507,1.59286308382949e-17,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int13",-12.5507258571363,1.86524303127059e-19,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int23",-13.5860719860448,6.62354231915036e-20,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int13_4",-13.8939175607508,4.868494470468e-20,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int14_3",-14.344017566257,3.10397869990198e-20,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int34_1",-14.3501878437794,3.08488525640036e-20,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int24",-14.8545242383016,1.8629813262915e-20,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int34",-14.9231744091399,1.73937855523665e-20,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int23_4",-14.9392330361111,1.71166960318055e-20,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int14",-14.9896914245496,1.62744431890332e-20,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int24_3",-15.6068059751885,8.78004404557775e-21,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int34_2",-16.0307321568577,5.74629467386315e-21,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int134_2",-35.6763560417956,1.68811429056142e-29,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int234_1",-37.5096111697463,2.69916392217806e-30,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"full",-56.9212399199619,1.00199604980091e-38,3,100,"big",0.7071068,200303,"int12_3","int12_3",1
"int12_3",37.2152505579545,0.983653813021396,4,100,"big",0.7071068,200304,"int12_3","int12_3",1
"int12_4",33.1082249621211,0.0161876470450388,4,100,"big",0.7071068,200304,"int12_3","int12_3",1
"int12",28.4785852506656,0.000157963499546217,4,100,"big",0.7071068,200304,"int12_3","int12_3",1
"x1",22.8578197432995,5.72122862230742e-07,4,100,"big",0.7071068,200304,"int12_3","int12_3",1
"int13_2",17.4583241136557,2.58534285789583e-09,4,100,"big",0.7071068,200304,"int12_3","int12_3",1
"int23_1",16.7838668711807,1.31705856505844e-09,4,100,"big",0.7071068,200304,"int12_3","int12_3",1
"main",15.129375234762,2.51807405863912e-10,4,100,"big",0.7071068,200304,"int12_3","int12_3",1
"null",13.742506662469,6.29157141857073e-11,4,100,"big",0.7071068,200304,"int12_3","int12_3",1
"int14_2",13.4908030247563,4.89154023252860e-11,4,100,"big",0.7071068,200304,"int12_3","int12_3",1
