"rep","n","tau_label","tau_sd","tau_var","seed","n_y0","n_y1","n_y01","best_model","best_formula","log_marginal","tau_map","correct","chosen_post_prob","error"
1,100,"big",0.7071068,0.50000002660624,200301,4,0,4,"int12_3","~x1 * x2 + x3",53.9126579365501,NA,1,0.992265560893485,NA
2,100,"big",0.7071068,0.50000002660624,200302,1,3,4,"int12_3","~x1 * x2 + x3",66.4421317761165,NA,1,0.923301196498461,NA
3,100,"big",0.7071068,0.50000002660624,200303,1,1,2,"int12_3","~x1 * x2 + x3",30.5735663504988,NA,1,0.998567823572299,NA
4,100,"big",0.7071068,0.50000002660624,200304,2,0,2,"int12_3","~x1 * x2 + x3",37.2152505579545,NA,1,0.983653813021396,NA
5,100,"big",0.7071068,0.50000002660624,200305,2,0,2,"int12_3","~x1 * x2 + x3",34.1224348529179,NA,1,0.996054719431602,NA
6,100,"big",0.7071068,0.50000002660624,200306,2,0,2,"int12_3","~x1 * x2 + x3",49.7918572733672,NA,1,0.994449583953565,NA
7,100,"big",0.7071068,0.50000002660624,200307,1,0,1,"int12_3","~x1 * x2 + x3",21.9315478693503,NA,1,0.99973483183986,NA
8,100,"big",0.7071068,0.50000002660624,200308,3,0,3,"null","~1",33.445038865427,NA,0,0.992770264274505,NA
9,100,"big",0.7071068,0.50000002660624,200309,7,2,9,"int12_3","~x1 * x2 + x3",118.087032568891,NA,1,0.994055285553174,NA
10,100,"big",0.7071068,0.50000002660624,200310,4,1,5,"int12_3","~x1 * x2 + x3",71.336413091342,NA,1,0.997763314878724,NA
11,100,"big",0.7071068,0.50000002660624,200311,1,0,1,"int12_3","~x1 * x2 + x3",30.037993852982,NA,1,0.999376653805498,NA
12,100,"big",0.7071068,0.50000002660624,200312,1,0,1,"int12_3","~x1 * x2 + x3",10.7646010253436,NA,1,0.999509400396472,NA
13,100,"big",0.7071068,0.50000002660624,200313,6,0,6,"int12_3","~x1 * x2 + x3",93.2841818657436,NA,1,0.971812351724869,NA
14,100,"big",0.7071068,0.50000002660624,200314,3,0,3,"int12_3","~x1 * x2 + x3",54.8320758686244,NA,1,0.999734690091777,NA
15,100,"big",0.7071068,0.50000002660624,200315,4,1,5,"int12_3","~x1 * x2 + x3",63.5804260475515,NA,1,0.990615255550696,NA
16,100,"big",0.7071068,0.50000002660624,200316,1,0,1,"int12_3","~x1 * x2 + x3",25.7262076814396,NA,1,0.999378600023687,NA
17,100,"big",0.7071068,0.50000002660624,200317,1,2,3,"int12_3","~x1 * x2 + x3",44.740453285039,NA,1,0.785648342438715,NA
