"model","log_marginal","post_prob"
"int12_3",44.3385661616529,0.998949230776684
"int12_4",37.2875955758621,0.000865656908503295
"int12",35.7450696704812,0.00018511231428794
"main",15.2427580947795,2.30884366292257e-13
"int13_2",14.817098645169,1.50845714586364e-13
"int23_1",14.7323257872652,1.38585116836045e-13
"int124_3",10.6103897018292,2.24689354014612e-15
"int123_4",10.4574903974729,1.92832029222259e-15
"int14",7.82939331252815,1.39255100026101e-16
"int34",7.40157507345733,9.0784563353006e-17
"int14_2",7.18501803749808,7.31075926563328e-17
"int24",6.57164964232901,3.95894960930781e-17
"int13",6.41504892339216,3.38508162892371e-17
"int23",6.32978951810287,3.10843261141334e-17
"int24_1",5.93812904919236,2.10109396913105e-17
"x1",0.286578339395682,7.37918143619064e-20
"null",0.25064076109329,7.11870009374814e-20
"x2",-2.00700958058234,7.4458727751632e-21
"x3",-2.12720630294774,6.60259772707787e-21
"x4",-5.32193430734512,2.70559068203912e-22
"int13_4",-12.6716248696191,1.7391299716975e-25
"int34_1",-13.9908722896564,4.64932777609195e-26
"int14_3",-14.5649495216839,2.61861463547104e-26
"int134_2",-16.7034705233307,3.08548699590479e-27
"int234_1",-17.6954581920619,1.14421845907421e-27
"int24_3",-19.3575835448843,2.17098628959547e-28
"int34_2",-19.7678293420895,1.44042149903783e-28
"int23_4",-19.9154340351276,1.24275549221128e-28
"full",-45.1876474502019,1.31462794395691e-39
