"model","log_marginal","post_prob"
"int12_3",10.7646010253436,0.999509400396472
"x1",2.160968365096,0.000183348218435654
"int12",1.96573075730978,0.000150829426117584
"int12_4",1.74711724771285,0.000121211391724749
"main",-0.464513071314443,1.32753076409544e-05
"int13_2",-0.551978998790823,1.21635018217562e-05
"int23_1",-0.787424252658468,9.61182931259104e-06
"null",-5.65414316952091,7.3997471381124e-08
"int24_1",-6.26695353326875,4.00937538702996e-08
"int14_2",-6.4415988255078,3.36689236861288e-08
"int34",-8.73289684683589,3.4051100009097e-09
"int24",-9.00286156649849,2.59948285967039e-09
"int14",-9.1052352409952,2.34653283801513e-09
"int13",-9.29180407717629,1.94715632710799e-09
"int23",-9.52779883292487,1.53783450104548e-09
"x3",-11.365788837044,2.44726322107521e-10
"x4",-12.970145712211,4.91945900139856e-11
"x2",-13.224920037621,3.81303034819791e-11
"int34_1",-19.5572750358144,6.778965578514e-14
"int14_3",-20.0036002781479,4.33837250284578e-14
"int13_4",-20.0183060976708,4.27503999933838e-14
"int123_4",-23.0671681175182,2.02691824177702e-15
"int124_3",-23.1513007675617,1.86336479322373e-15
"int234_1",-33.0007668641357,9.83397523236435e-20
"int134_2",-33.2683857212451,7.52495170974908e-20
"int34_2",-33.8138599397945,4.36121276047914e-20
"int24_3",-33.96978291389,3.73156307434284e-20
"int23_4",-34.2925148740539,2.70227832292333e-20
"full",-81.0857230576283,1.28735395846423e-40
