"y","x1","x2","x3","x4","x1_x2","x1_x3","id","eta","mu","u"
0.806496329903578,1.38202801840839,1.06573846442247,-0.410821613389999,2.51753840601375,1.47288041812739,-0.567766980272718,"6",0.911762233137024,0.713360634760566,0.561841536507838
0.393302252736897,-0.294536392858728,-0.321491454367939,0.263234187848866,2.35312247594584,0.0946909333044392,-0.0775320481661018,"3",-0.285988270696906,0.428986287257301,0.087252503723104
0.712852474257596,0.324063762978916,-0.197022738208595,-0.0874041239731014,1.65838562049871,-0.0638479299362873,-0.028324509314599,"1",-0.0740230924780598,0.481502672325437,0.117753488174716
0.433359885785672,0.48247216867174,1.71418615607883,-0.611874915659428,1.90790844273019,0.827047112230429,-0.295212617514042,"2",-0.206561167680373,0.448542541596099,0.911091403967077
0.46925879393456,0.0207694924447183,1.48740661754034,0.460296561941504,1.86189182979917,0.0308926805052282,0.00956012596557388,"10",-1.28526054142234,0.216656093638515,-0.151937518026748
0.124131498896497,-0.700478876402029,0.633447910348663,-0.260998046956956,1.90767844804545,-0.443716880500245,0.182823618675533,"8",-1.30851291638138,0.212735793416261,0.439924706628018
0.469080703771257,-0.324388284803673,-0.184630466105093,-0.247585420031101,1.7267965426204,0.0598919602223338,0.0803138097462856,"9",-0.128232423414678,0.467985751131939,0.620335850691821
0.230531398337405,0.844180107827949,-0.0181821835146087,-0.492608848493546,2.10027806950087,-0.0153490376399099,-0.415850590838283,"5",-0.784695336512365,0.313308816880837,-0.718504693580752
0.619192469928256,1.17756110835894,0.89182712877639,0.895438020117581,1.73040605259716,1.0501809422265,1.0544329874364,"10",0.622806478343962,0.650856568858861,-0.151937518026748
0.285836681775171,0.68252103138223,1.35239806132234,-0.77248626248911,2.08185860328546,0.923040119653051,-0.527238120602672,"7",-0.919012108001796,0.28515922685735,-0.136563012930843
0.140280435627268,-1.1366609358605,0.867303493654417,0.521234704647213,0.576040363347335,-0.985830000772315,-0.592467127187275,"8",-1.62350078623836,0.164722634679834,0.439924706628018
0.496038547137017,0.424265606843424,-1.25232248184391,-0.892213745042682,1.70830108385229,-0.531317357723169,-0.378535605974577,"10",-0.219765359056272,0.44527872177116,-0.151937518026748
0.0192101668148941,0.0746358561648574,0.913713932684132,-0.400081503670663,1.58976847667466,0.0681958216556391,-0.0298604255621834,"4",-1.57468211445441,0.171549943330334,-0.413400016602741
0.17139570259709,-0.190114510150794,-0.0241189668621827,0.738870006520301,2.4160811969646,0.0045853655703471,-0.140469909354721,"5",-0.984855772095789,0.27192935558027,-0.718504693580752
0.116888055610222,-0.0287406940450387,1.56812051084272,0.123948067426682,2.11297835707081,-0.0450688718278805,-0.00356235348338408,"4",-1.83331839336222,0.137843432460648,-0.413400016602741
0.295621390564605,-0.820705739821408,-0.699284872140538,-0.319678928237408,1.84217932041087,0.573907108336019,0.262362331304397,"5",-1.38577498293785,0.200083113457453,-0.718504693580752
0.147365324661636,-0.818352011218948,-0.418690232977405,-0.823836880736053,1.3179443976908,0.342635994234789,0.674188568266693,"1",-1.06057802368811,0.257199009116015,0.117753488174716
0.890092018146303,-1.28407398804979,-2.58114762454755,-0.985439773183316,2.28354626960298,3.31438452399802,1.26537757953438,"2",1.76555471126332,0.853903984511475,0.911091403967077
0.839170775772899,-1.47006230090876,-1.65487285651944,0.0473352451808751,1.85754865210616,2.43276619916641,-0.0695857594446775,"1",0.431401463616372,0.606208275299606,0.117753488174716
0.557801513075208,1.06310404915168,-0.0704723042831176,-0.951714851893485,2.46417793357008,-0.0749193920364319,-1.01177191268576,"1",0.00469492730461832,0.501173729670176,0.117753488174716
0.456925464565631,0.00745461680310975,-0.306471396267426,0.343865529634058,1.42375150951295,-0.00228462682028766,0.00256338575522029,"4",-0.552534571310883,0.365276569239007,-0.413400016602741
0.141912588116626,-0.000715443086933428,-0.295366515546407,-0.596227489877492,2.66630882719817,0.000211317931659292,0.000426566835872522,"4",-1.03478167951053,0.262158126619196,-0.413400016602741
0.44446654433699,-1.65935855691843,-0.304640793880842,0.570415808353573,1.82909657345614,0.505508308112598,-0.946524352593044,"9",-0.536955291092591,0.368896142974434,0.620335850691821
0.363999460105176,1.12364223826583,1.17202821640309,0.456545553170145,3.20588417759474,1.31694040838988,0.512993867234413,"7",0.314182787780992,0.577905902461494,-0.136563012930843
0.465672131190054,0.287875454872418,-0.349745273327167,-0.548858602531254,2.6929683398617,-0.100683079648536,-0.158002919864325,"10",-0.526492523257555,0.371335322157249,-0.151937518026748
0.866392843106905,-0.741318209192355,-1.94386198880994,0.814462077338248,1.63498271718676,1.44102028846168,-0.603775568627476,"10",0.904964261959128,0.711968590692695,-0.151937518026748
0.415512748302117,-1.24795004652491,-0.35343010754425,0.661860133055598,2.42270895380539,0.441063119153153,-0.825968383839719,"6",-0.217105121996483,0.445935910454017,0.561841536507838
0.113780487626296,-0.563878116133179,-0.0587883289786008,-0.307096493430436,2.26467366766309,0.033149452195071,0.173164992186659,"7",-1.19268097428741,0.232779788590025,-0.136563012930843
0.439254785604669,-0.223060575906585,-0.386890422356694,-0.647727380972356,1.7820703905942,0.0863000004236262,0.144482442630158,"3",-0.648405393904875,0.343348968080201,0.087252503723104
0.592637102137659,-0.709453662720078,-1.12308394258391,-0.0814576130360365,2.12556506371949,0.796776016608258,0.0577904019248509,"10",-0.267668482527183,0.433479568466716,-0.151937518026748
