"model","log_marginal","post_prob"
"null",-16.1765638978395,0.999607480853214
"x1",-24.0239629181655,0.000390613641159294
"x3",-29.616879800749,1.45470344044944e-06
"x2",-31.3384293794611,2.60084807135981e-07
"x4",-31.6486445255045,1.90717373651459e-07
"int12_3",-48.9522679853682,5.82803393564778e-15
"main",-57.8574138360272,7.90799467940636e-19
"int12_4",-58.3589039281978,4.7892994126853e-19
"int23_1",-58.8166370170874,3.03026796055075e-19
"int13_2",-59.2218087040011,2.02077149056998e-19
"int14_2",-63.4568889642999,2.92580392832825e-21
"int24_1",-63.4735336280346,2.87750795590542e-21
"int12",-64.2016261569728,1.38934456163189e-21
"int34_1",-65.8227383628117,2.74643850900787e-22
"int14_3",-66.5795848913991,1.2884738501534e-22
"int13_4",-66.5914035669432,1.27333543002148e-22
"int23",-72.8733534579115,2.38082048191979e-25
"int34",-73.0906765364586,1.91577471172712e-25
"int14",-73.5697936590379,1.18649664287004e-25
"int24",-73.5886833914069,1.16429439626124e-25
"int13",-73.5894828873218,1.16336391965337e-25
"int24_3",-74.8615068376608,3.26048801432671e-26
"int23_4",-75.3772679588937,1.9466613180445e-26
"int34_2",-75.4536857367026,1.80344366209738e-26
"int123_4",-109.195446443394,4.00167759120693e-41
"int124_3",-110.420156414374,1.17586459203445e-41
"int234_1",-118.995784059259,2.21824518723885e-45
"int134_2",-119.640112268424,1.16461227206469e-45
"full",-213.553343774548,1.90626441741067e-86
