"model","log_marginal","post_prob"
"null",-17.4973729013825,0.998675028245858
"int12_3",-24.1893435185404,0.00123919107952495
"int13_2",-28.2109661729463,2.22110838342183e-05
"int23_1",-28.2693371206225,2.09517146611286e-05
"int12_4",-28.3399614021114,1.95230575778896e-05
"main",-28.6568892184317,1.42202697024138e-05
"x2",-29.4246084950039,6.59920451697701e-06
"x3",-31.3019857108743,1.00961785529967e-06
"int12",-32.5684037303851,2.84550049110314e-07
"x4",-32.7925368427748,2.27414886985496e-07
"int23_4",-33.062232392793,1.73656723170578e-07
"int14_2",-33.0793685614442,1.70706264255105e-07
"x1",-33.289754717745,1.38318385663362e-07
"int24_3",-33.338571762816,1.31728254848022e-07
"int24_1",-33.5163090823298,1.10277928910123e-07
"int34",-35.8369526042346,1.08304356214253e-08
"int14",-36.5368457697167,5.37880977511332e-09
"int13",-36.6645234005303,4.7340898351372e-09
"int23",-36.7069679626061,4.53735809565673e-09
"int24",-36.9402466275328,3.59328296836937e-09
"int124_3",-55.7960283581667,2.32557024075874e-17
"int123_4",-57.0089590435247,6.91449326197999e-18
"int134_2",-59.1133167417944,8.43042407470061e-19
"int234_1",-59.1232625344786,8.34699240938241e-19
"int34_2",-72.8190701904733,9.40841202578439e-25
"int34_1",-76.7919938923619,1.77050634546681e-26
"int14_3",-78.009602066754,5.23958603973884e-27
"int13_4",-78.1591956395573,4.5115867565581e-27
"full",-106.499749494156,2.21913212261202e-39
