"model","log_marginal","post_prob"
"null",-16.1583765060221,0.999946778503288
"x2",-26.3076476377076,3.91024921716619e-05
"x1",-27.360793125574,1.36404646283793e-05
"x3",-31.1873044379105,2.97164150718685e-07
"x4",-31.6810184112875,1.81375725059564e-07
"int12_3",-47.148071597869,3.47794981708131e-14
"int12_4",-50.2033728738524,1.63841089261797e-15
"int13_2",-56.2070326076489,4.04637876624566e-18
"int23_1",-56.7554810786515,2.33818240688782e-18
"int24_1",-59.5637595551043,1.41012802041866e-19
"main",-59.6896962810181,1.24326846285351e-19
"int14_2",-60.0018800290072,9.09882345025178e-20
"int12",-62.1136581303468,1.1011631306318e-20
"int34_1",-69.5532258057162,6.46976450105535e-24
"int13_4",-70.3211394953816,3.00184175786346e-24
"int34_2",-70.6077172086866,2.25386902535764e-24
"int13",-71.1583779474937,1.2995103861303e-24
"int23_4",-71.3525717141033,1.07014462282913e-24
"int24_3",-71.7803224655083,6.97706361305154e-25
"int14_3",-72.0168926434766,5.50720901776401e-25
"int23",-72.4217386909623,3.6737462463367e-25
"int14",-73.6854528943715,1.03820962330494e-25
"int34",-74.5275992393726,4.47245046814597e-26
"int24",-74.5613059693816,4.32421115384033e-26
"int124_3",-107.326852791083,2.54689306846351e-40
"int123_4",-108.985218905116,4.85055528791122e-41
"int134_2",-116.16002071328,3.71376676305847e-44
"int234_1",-117.278498895203,1.21357248871836e-44
"full",-212.999291250019,3.25877067459314e-86
