"model","log_marginal","post_prob"
"null",-9.61778314980766,0.998526513632163
"x2",-16.6406704209006,0.000889935255859641
"x1",-17.0636579216044,0.000582984857821393
"x3",-24.2935341560982,4.22436972282479e-07
"x4",-25.3762400368201,1.43070050924241e-07
"int12_3",-30.7075134460006,6.92159379793431e-10
"int12_4",-33.2473771659244,5.45955581455194e-11
"int13_2",-38.4031985101676,3.14783928293469e-13
"int23_1",-40.6673425078731,3.27120157268376e-14
"main",-41.0244623974358,2.2888224727349e-14
"int14_2",-42.6587690858238,4.4652083933319e-15
"int24_1",-43.0185798763067,3.11585968153643e-15
"int12",-46.4408005156314,1.01701264342073e-16
"int13",-54.096557931375,4.81363494865873e-20
"int23",-56.336797718513,5.12329512504305e-21
"int14",-56.3394812026872,5.10956527381379e-21
"int34",-56.623072937491,3.84788094230428e-21
"int24",-56.7085619451926,3.53259802433869e-21
"int13_4",-57.2348736282311,2.0869880484949e-21
"int14_3",-60.1241551292214,1.16070257913206e-22
"int34_1",-60.3730913506849,9.04918198265294e-23
"int34_2",-62.2382077556501,1.4015208381915e-23
"int24_3",-62.3389813565823,1.26716783506295e-23
"int23_4",-63.6139225733836,3.54106749966335e-24
"int123_4",-91.5893502659891,2.50934473821102e-36
"int124_3",-91.6696850381735,2.31564180432237e-36
"int134_2",-97.9096845229867,4.51516928724436e-39
"int234_1",-102.919841546728,3.01155285023258e-41
"full",-195.816767231304,1.36197231119921e-81
