"model","log_marginal","post_prob"
"int12_3",32.5859784570548,0.998499033867248
"int12_4",25.9344966760037,0.00129016666050698
"int12",24.1226569899968,0.000210753034887913
"null",15.6018863108468,4.20000831073378e-08
"x2",13.2433278568266,3.9713780208897e-09
"x3",11.0780924189565,4.55608088131907e-10
"x4",7.28145393304688,1.02266238208971e-11
"x1",2.08920586434348,5.68548602171404e-14
"int123_4",-1.08654066309754,2.37442471064365e-15
"int124_3",-1.54006154718218,1.5086787940111e-15
"int34_1",-4.20862962023376,1.04629077742975e-16
"int14_3",-4.83851555965705,5.57309452940716e-17
"int34_2",-6.94080148102493,6.80902979353508e-18
"int24_3",-7.91546432269893,2.56918004773894e-18
"int23_4",-8.42814005196158,1.53865871274665e-18
"int13_2",-14.4581227718484,3.70129822696234e-21
"int23_1",-17.5830508597358,1.62635389552412e-22
"main",-18.1059553030801,9.64096574881772e-23
"int24_1",-21.4310323465451,3.46783102799454e-24
"int14_2",-21.7669536540761,2.47838720240545e-24
"int13",-29.8469653589774,7.67475747856697e-28
"int23",-33.3145730026241,2.39387679907669e-29
"int34",-33.363674161987,2.27917374347795e-29
"int24",-33.7809589265406,1.50159551507415e-29
"int14",-34.0870355517337,1.10567011970346e-29
"int13_4",-40.4803773694393,1.84940701560689e-32
"full",-57.6988083455868,6.1540772117038e-40
"int134_2",-74.3226096292381,3.71140009942216e-47
"int234_1",-79.3216910054497,2.50301999415197e-49
