"model","log_marginal","post_prob"
"int12_3",49.7848905872454,0.999475761150758
"int12",42.2318518048467,0.000524238849044863
"int123_4",20.0555294567305,1.22595569877938e-13
"int124_3",19.5451369378437,7.35892068703891e-14
"int14",15.1002852660634,8.63852447963943e-16
"int14_3",10.3640838353926,7.57763045369355e-18
"null",8.61171293982038,1.31367644118773e-18
"x1",5.0953788423157,3.90268874988729e-20
"int12_4",4.30210744531911,1.76543009686661e-20
"x2",2.91724042958649,4.41987943649083e-21
"x3",0.814334224430226,5.39671970386653e-22
"x4",-7.12482258263246,1.92396811269494e-25
"int13_2",-10.484616339207,6.6843315168632e-27
"int23_1",-11.1831309975411,3.32427481557765e-27
"main",-13.8015954135422,2.42388645893141e-28
"int14_2",-17.4377089566471,6.38804879981499e-30
"int24_1",-18.5968577959731,2.00427025174866e-30
"int13",-26.1884557524108,1.0115030094306e-33
"int23",-26.4895827241506,7.48495850491774e-34
"int13_4",-26.6726334488097,6.2329189192028e-34
"int34",-29.4010125899387,4.0716596848043e-35
"int34_1",-29.7597705862256,2.84423092246314e-35
"int24",-29.7837240545567,2.77691121615921e-35
"full",-32.1565293694268,2.58860472620998e-36
"int23_4",-37.4281114096412,1.32937267838726e-38
"int34_2",-39.1222825645157,2.44274180423053e-39
"int24_3",-39.4242711610536,1.80603259347132e-39
"int134_2",-70.6899000613174,4.7668938285964e-53
"int234_1",-70.9020192891027,3.85578907978299e-53
